t,p_x,p_y,p_z,q_w,q_x,q_y,q_z,v_x,v_y,v_z,w_x,w_y,w_z,a_lin_x,a_lin_y,a_lin_z,a_rot_x,a_rot_y,a_rot_z,u_1,u_2,u_3,u_4,jerk_x,jerk_y,jerk_z,snap_x,snap_y,snap_z
0,0,0,1.2,-0,0,-0.4126,0.91091,0,0,0,0,0,0,0,0,0,0,0,0,0.07596,0.076042,0.076042,0.07596,0,0,0,2.4592,-2.8037,-1.347
0.01,1.0208e-09,-1.1635e-09,1.2,3.8962e-06,8.6043e-06,-0.4126,0.91091,4.0795e-07,-4.6491e-07,-2.2315e-07,-9.211e-07,0.0037657,-4.8427e-12,0.00012219,-0.00013924,-6.6812e-05,0,0,0,0.075961,0.076041,0.076041,0.075961,0.024362,-0.027753,-0.013309,2.4133,-2.7469,-1.3149
0.02,1.6272e-08,-1.854e-08,1.2,1.5474e-05,3.4197e-05,-0.4126,0.91091,3.2483e-06,-3.7004e-06,-1.7745e-06,-4.8913e-06,0.0074577,-7.7002e-11,0.00048572,-0.00055317,-0.00026511,0,0,0,0.07596,0.076038,0.076038,0.07596,0.048268,-0.054939,-0.026298,2.3678,-2.6905,-1.2831
0.03,8.2069e-08,-9.3475e-08,1.2,3.4567e-05,7.6449e-05,-0.4126,0.91091,1.0912e-05,-1.2425e-05,-5.9531e-06,-1.1873e-05,0.011077,-3.8741e-10,0.001086,-0.0012362,-0.00059173,0,0,0,0.075958,0.076035,0.076035,0.075958,0.07172,-0.081565,-0.038971,2.3227,-2.6347,-1.2516
0.04,2.584e-07,-2.9422e-07,1.2,6.1014e-05,0.00013504,-0.4126,0.91091,2.5743e-05,-2.9302e-05,-1.4026e-05,-2.1829e-05,0.014624,-1.2168e-09,0.0019186,-0.0021826,-0.0010435,0,0,0,0.075956,0.076031,0.076031,0.075955,0.094723,-0.10763,-0.051331,2.2779,-2.5792,-1.2203
0.05,6.285e-07,-7.1538e-07,1.2,9.4652e-05,0.00020964,-0.4126,0.91091,5.0043e-05,-5.6937e-05,-2.723e-05,-3.4722e-05,0.0181,-2.9525e-09,0.002979,-0.003387,-0.0016173,0,0,0,0.075952,0.076025,0.076026,0.075952,0.11728,-0.13315,-0.063379,2.2335,-2.5243,-1.1894
0.06,1.2984e-06,-1.4773e-06,1.2,0.00013532,0.00029995,-0.4126,0.91091,8.6068e-05,-9.7883e-05,-4.6769e-05,-5.0516e-05,0.021505,-6.0847e-09,0.0042627,-0.0048438,-0.0023101,0,0,0,0.075947,0.076019,0.07602,0.075947,0.13939,-0.15812,-0.07512,2.1895,-2.4698,-1.1588
0.07,2.3963e-06,-2.7257e-06,1.2,0.00018287,0.00040564,-0.4126,0.91091,0.00013603,-0.00015464,-7.3817e-05,-6.9176e-05,0.024841,-1.1203e-08,0.0057654,-0.0065476,-0.0031187,0,0,0,0.075942,0.076012,0.076013,0.075941,0.16107,-0.18255,-0.086556,2.1458,-2.4159,-1.1284
0.08,4.0726e-06,-4.6309e-06,1.2,0.00023713,0.00052641,-0.4126,0.91091,0.00020209,-0.00022964,-0.00010952,-9.0665e-05,0.028108,-1.8996e-08,0.0074827,-0.008493,-0.0040402,0,0,0,0.075935,0.076004,0.076005,0.075935,0.18231,-0.20644,-0.097689,2.1025,-2.3623,-1.0984
0.09,6.4989e-06,-7.3874e-06,1.2,0.00029797,0.00066195,-0.4126,0.91091,0.00028638,-0.00032528,-0.00015499,-0.00011495,0.031307,-3.0241e-08,0.0094103,-0.010675,-0.0050715,0,0,0,0.075928,0.075996,0.075996,0.075928,0.20312,-0.2298,-0.10852,2.0596,-2.3093,-1.0686
0.1,9.868e-06,-1.1213e-05,1.2,0.00036521,0.00081196,-0.4126,0.91091,0.00039098,-0.0004439,-0.0002113,-0.00014199,0.034439,-4.5811e-08,0.011544,-0.013087,-0.0062097,0,0,0,0.07592,0.075986,0.075987,0.07592,0.22351,-0.25263,-0.11906,2.017,-2.2567,-1.0391
0.11,1.4393e-05,-1.635e-05,1.2,0.00043872,0.00097615,-0.4126,0.91091,0.00051793,-0.00058778,-0.00027953,-0.00017176,0.037504,-6.6664e-08,0.013879,-0.015725,-0.0074517,0,0,0,0.075911,0.075976,0.075976,0.075911,0.24346,-0.27493,-0.12931,1.9748,-2.2046,-1.0099
0.12,2.0308e-05,-2.306e-05,1.2,0.00051968,0.0011536,-0.41153,0.91139,0.00066922,-0.00075915,-0.00036068,-0.00010957,0.040504,-9.3842e-08,0.016412,-0.018584,-0.0087948,0,0,0,0.075902,0.075965,0.075965,0.075901,0.263,-0.29672,-0.13926,1.9329,-2.1529,-0.981
0.13,2.7865e-05,-3.1631e-05,1.2,0.00060564,0.0013451,-0.41144,0.91144,0.00084681,-0.00096018,-0.00045575,-0.0001285,0.043438,-1.2847e-07,0.019138,-0.021658,-0.010236,0,0,0,0.075891,0.075953,0.075954,0.075891,0.28212,-0.31799,-0.14893,1.8914,-2.1017,-0.95236
0.14,3.7338e-05,-4.237e-05,1.2,0.00069748,0.0015498,-0.41134,0.91148,0.0010526,-0.001193,-0.00056571,-0.00014891,0.046308,-1.7175e-07,0.022053,-0.024942,-0.011772,0,0,0,0.07588,0.07594,0.075941,0.07588,0.30083,-0.33876,-0.15831,1.8502,-2.0509,-0.92401
0.15,4.9017e-05,-5.5605e-05,1.2,0.00079505,0.0017675,-0.41124,0.91153,0.0012885,-0.0014597,-0.00069151,-0.0001708,0.049114,-2.2496e-07,0.025153,-0.028432,-0.013401,0,0,0,0.075868,0.075927,0.075928,0.075868,0.31913,-0.35901,-0.16741,1.8094,-2.0006,-0.89594
0.16,6.3214e-05,-7.1684e-05,1.2,0.00089824,0.0019979,-0.41114,0.91157,0.0015563,-0.0017623,-0.00083404,-0.00019418,0.051857,-2.8946e-07,0.028434,-0.032121,-0.01512,0,0,0,0.075856,0.075913,0.075914,0.075855,0.33702,-0.37877,-0.17623,1.769,-1.9508,-0.86815
0.17,8.0255e-05,-9.0977e-05,1.2,0.0010069,0.0022408,-0.41104,0.91162,0.0018577,-0.0021028,-0.00099419,-0.00021905,0.054538,-3.6667e-07,0.031892,-0.036005,-0.016925,0,0,0,0.075843,0.075899,0.0759,0.075842,0.35451,-0.39803,-0.18477,1.7289,-1.9014,-0.84064
0.18,0.00010049,-0.00011387,1.1999,0.0011209,0.0024957,-0.41094,0.91166,0.0021947,-0.002483,-0.0011728,-0.00024539,0.057156,-4.5808e-07,0.035523,-0.04008,-0.018814,0,0,0,0.075829,0.075884,0.075885,0.075828,0.3716,-0.4168,-0.19304,1.6891,-1.8525,-0.8134
0.19,0.00012427,-0.00014078,1.1999,0.00124,0.0027625,-0.41083,0.9117,0.0025688,-0.002905,-0.0013707,-0.0002732,0.059713,-5.6525e-07,0.039323,-0.04434,-0.020785,0,0,0,0.075815,0.075868,0.075869,0.075814,0.38829,-0.43508,-0.20104,1.6497,-1.804,-0.78644
0.2,0.00015199,-0.00017212,1.1999,0.0013643,0.0030409,-0.41073,0.91175,0.0029817,-0.0033704,-0.0015888,-0.00030249,0.06221,-6.8979e-07,0.043287,-0.04878,-0.022834,0,0,0,0.0758,0.075852,0.075853,0.075799,0.40459,-0.45288,-0.20877,1.6106,-1.756,-0.75976
0.21,0.00018404,-0.00020834,1.1999,0.0014934,0.0033305,-0.41063,0.91179,0.0034351,-0.0038812,-0.0018277,-0.00033324,0.064646,-8.334e-07,0.047413,-0.053396,-0.024959,0,0,0,0.075784,0.075835,0.075836,0.075783,0.42051,-0.4702,-0.21624,1.5719,-1.7084,-0.73335
0.22,0.00022083,-0.0002499,1.1999,0.0016274,0.0036312,-0.41053,0.91184,0.0039305,-0.0044389,-0.0020882,-0.00036546,0.067022,-9.978e-07,0.051696,-0.058182,-0.027158,0,0,0,0.075768,0.075818,0.075819,0.075767,0.43603,-0.48705,-0.22344,1.5336,-1.6612,-0.70722
0.23,0.0002628,-0.00029728,1.1999,0.001766,0.0039427,-0.41042,0.91188,0.0044695,-0.0050454,-0.0023711,-0.00039914,0.06934,-1.1848e-06,0.056133,-0.063135,-0.029427,0,0,0,0.075752,0.0758,0.075801,0.075751,0.45118,-0.50343,-0.23038,1.4955,-1.6145,-0.68136
0.24,0.00031037,-0.00035097,1.1998,0.0019092,0.0042647,-0.41032,0.91193,0.0050536,-0.0057022,-0.002677,-0.00043428,0.071599,-1.3962e-06,0.060719,-0.068249,-0.031765,0,0,0,0.075735,0.075782,0.075783,0.075734,0.46595,-0.51934,-0.23707,1.4579,-1.5683,-0.65576
0.25,0.00036402,-0.00041149,1.1998,0.0020568,0.0045969,-0.41021,0.91198,0.0056843,-0.0064109,-0.0030066,-0.00047088,0.0738,-1.634e-06,0.06545,-0.07352,-0.034168,0,0,0,0.075717,0.075763,0.075764,0.075716,0.48034,-0.5348,-0.2435,1.4205,-1.5225,-0.63044
0.26,0.00042422,-0.00047937,1.1998,0.0022086,0.0049391,-0.41011,0.91202,0.0063631,-0.0071731,-0.0033606,-0.00050893,0.075943,-1.9e-06,0.070324,-0.078944,-0.036634,0,0,0,0.0757,0.075744,0.075745,0.075698,0.49436,-0.54979,-0.24968,1.3835,-1.4771,-0.60539
0.27,0.00049145,-0.00055514,1.1997,0.0023647,0.005291,-0.41,0.91207,0.0070913,-0.0079903,-0.0037395,-0.00054843,0.07803,-2.1964e-06,0.075336,-0.084515,-0.039161,0,0,0,0.075681,0.075724,0.075725,0.07568,0.50801,-0.56434,-0.25561,1.3468,-1.4322,-0.58061
0.28,0.00056622,-0.00063936,1.1997,0.0025247,0.0056524,-0.40989,0.91211,0.0078703,-0.0088639,-0.004144,-0.00058938,0.08006,-2.525e-06,0.080483,-0.090229,-0.041745,0,0,0,0.075663,0.075704,0.075706,0.075661,0.5213,-0.57844,-0.26129,1.3105,-1.3876,-0.55609
0.29,0.00064903,-0.00073261,1.1997,0.0026887,0.006023,-0.40979,0.91216,0.0087014,-0.0097953,-0.0045746,-0.00063178,0.082034,-2.888e-06,0.085761,-0.096082,-0.044386,0,0,0,0.075644,0.075684,0.075685,0.075642,0.53422,-0.59209,-0.26673,1.2745,-1.3436,-0.53184
0.3,0.00074042,-0.00083547,1.1996,0.0028565,0.0064025,-0.40968,0.9122,0.0095859,-0.010786,-0.0050319,-0.00067561,0.083952,-3.2876e-06,0.091166,-0.10207,-0.047079,0,0,0,0.075624,0.075663,0.075665,0.075623,0.54679,-0.60531,-0.27193,1.2389,-1.2999,-0.50786
0.31,0.00084093,-0.00094853,1.1996,0.003028,0.0067908,-0.40957,0.91225,0.010525,-0.011837,-0.0055163,-0.00072088,0.085815,-3.7258e-06,0.096695,-0.10819,-0.049824,0,0,0,0.075604,0.075642,0.075644,0.075603,0.559,-0.61809,-0.27689,1.2035,-1.2567,-0.48413
0.32,0.00095111,-0.0010724,1.1995,0.003203,0.0071875,-0.40946,0.91229,0.01152,-0.01295,-0.0060285,-0.00076759,0.087624,-4.2048e-06,0.10235,-0.11443,-0.052616,0,0,0,0.075584,0.075621,0.075623,0.075583,0.57086,-0.63045,-0.28161,1.1686,-1.214,-0.46067
0.33,0.0010715,-0.0012077,1.1994,0.0033814,0.0075925,-0.40935,0.91234,0.012572,-0.014126,-0.0065688,-0.00081573,0.089379,-4.7269e-06,0.10811,-0.12079,-0.055455,0,0,0,0.075564,0.0756,0.075601,0.075563,0.58237,-0.64237,-0.2861,1.1339,-1.1716,-0.43748
0.34,0.0012028,-0.0013551,1.1994,0.0035632,0.0080054,-0.40924,0.91239,0.013683,-0.015366,-0.0071377,-0.00086529,0.091079,-5.2943e-06,0.11399,-0.12728,-0.058338,0,0,0,0.075543,0.075578,0.075579,0.075542,0.59354,-0.65388,-0.29036,1.0996,-1.1297,-0.41454
0.35,0.0013454,-0.0015153,1.1993,0.0037482,0.0084261,-0.40913,0.91243,0.014853,-0.016672,-0.0077357,-0.00091629,0.092727,-5.9094e-06,0.11998,-0.13387,-0.061262,0,0,0,0.075523,0.075556,0.075557,0.075521,0.60436,-0.66497,-0.2944,1.0656,-1.0882,-0.39186
0.36,0.0015,-0.0016888,1.1992,0.0039362,0.0088543,-0.40901,0.91248,0.016083,-0.018044,-0.0083631,-0.0009687,0.094321,-6.5743e-06,0.12608,-0.14057,-0.064225,0,0,0,0.075502,0.075534,0.075535,0.0755,0.61485,-0.67564,-0.2982,1.0319,-1.0471,-0.36945
0.37,0.0016672,-0.0018764,1.1991,0.0041272,0.0092897,-0.4089,0.91252,0.017374,-0.019484,-0.0090203,-0.0010225,0.095864,-7.2914e-06,0.13228,-0.14738,-0.067225,0,0,0,0.07548,0.075511,0.075513,0.075479,0.625,-0.68591,-0.30179,0.99854,-1.0064,-0.34729
0.38,0.0018477,-0.0020787,1.199,0.0043211,0.0097321,-0.40879,0.91257,0.018729,-0.020992,-0.0097077,-0.0010778,0.097354,-8.0632e-06,0.13858,-0.15429,-0.07026,0,0,0,0.075459,0.075489,0.07549,0.075457,0.63482,-0.69577,-0.30515,0.96552,-0.9662,-0.32538
0.39,0.002042,-0.0022965,1.1989,0.0045177,0.010181,-0.40867,0.91261,0.020146,-0.02257,-0.010426,-0.0011344,0.098793,-8.8918e-06,0.14497,-0.1613,-0.073327,0,0,0,0.075437,0.075466,0.075468,0.075436,0.64431,-0.70524,-0.30829,0.93282,-0.92638,-0.30373
0.4,0.0022508,-0.0025304,1.1988,0.004717,0.010637,-0.40856,0.91266,0.021628,-0.024218,-0.011174,-0.0011925,0.10018,-9.7798e-06,0.15146,-0.16839,-0.076425,0,0,0,0.075416,0.075443,0.075445,0.075414,0.65348,-0.7143,-0.31122,0.90044,-0.88697,-0.28234
0.41,0.0024748,-0.0027811,1.1987,0.0049187,0.011099,-0.40844,0.91271,0.023176,-0.025938,-0.011954,-0.001252,0.10152,-1.073e-05,0.15804,-0.17558,-0.079551,0,0,0,0.075394,0.07542,0.075422,0.075392,0.66232,-0.72298,-0.31394,0.86838,-0.84798,-0.2612
0.42,0.0027146,-0.0030494,1.1986,0.0051229,0.011568,-0.40832,0.91275,0.02479,-0.02773,-0.012765,-0.0013128,0.1028,-1.1743e-05,0.16471,-0.18285,-0.082703,0,0,0,0.075372,0.075397,0.075399,0.07537,0.67085,-0.73126,-0.31645,0.83665,-0.8094,-0.24031
0.43,0.0029708,-0.0033359,1.1985,0.0053294,0.012042,-0.4082,0.9128,0.02647,-0.029595,-0.013608,-0.0013751,0.10404,-1.2824e-05,0.17146,-0.1902,-0.085879,0,0,0,0.07535,0.075374,0.075376,0.075348,0.67906,-0.73917,-0.31875,0.80523,-0.77123,-0.21967
0.44,0.0032442,-0.0036415,1.1983,0.0055381,0.012521,-0.40808,0.91284,0.028219,-0.031535,-0.014483,-0.0014388,0.10523,-1.3973e-05,0.17829,-0.19763,-0.089077,0,0,0,0.075328,0.075351,0.075352,0.075326,0.68695,-0.74669,-0.32084,0.77413,-0.73348,-0.19928
0.45,0.0035354,-0.0039669,1.1982,0.0057488,0.013007,-0.40797,0.91289,0.030036,-0.033548,-0.01539,-0.0015038,0.10636,-1.5194e-05,0.18519,-0.20514,-0.092295,0,0,0,0.075305,0.075327,0.075329,0.075303,0.69454,-0.75384,-0.32273,0.74334,-0.69612,-0.17914
0.46,0.0038452,-0.0043127,1.198,0.0059616,0.013497,-0.40784,0.91293,0.031923,-0.035638,-0.016329,-0.0015703,0.10745,-1.6489e-05,0.19218,-0.21271,-0.095531,0,0,0,0.075283,0.075304,0.075306,0.075281,0.70182,-0.76061,-0.32443,0.71288,-0.65918,-0.15925
0.47,0.0041741,-0.0046799,1.1978,0.0061762,0.013992,-0.40772,0.91298,0.03388,-0.037803,-0.017301,-0.0016381,0.10849,-1.786e-05,0.19923,-0.22035,-0.098783,0,0,0,0.075261,0.075281,0.075283,0.075259,0.7088,-0.76702,-0.32592,0.68272,-0.62264,-0.13961
0.48,0.004523,-0.005069,1.1977,0.0063925,0.014493,-0.4076,0.91302,0.035908,-0.040045,-0.018305,-0.0017073,0.10949,-1.931e-05,0.20635,-0.22805,-0.10205,0,0,0,0.075239,0.075257,0.075259,0.075237,0.71548,-0.77307,-0.32722,0.65288,-0.5865,-0.12021
0.49,0.0048925,-0.005481,1.1975,0.0066106,0.014997,-0.40748,0.91307,0.038007,-0.042364,-0.019342,-0.0017778,0.11043,-2.0841e-05,0.21354,-0.23581,-0.10533,0,0,0,0.075217,0.075234,0.075236,0.075214,0.72186,-0.77875,-0.32833,0.62335,-0.55076,-0.10106
0.5,0.0052834,-0.0059166,1.1973,0.0068302,0.015506,-0.40736,0.91311,0.040179,-0.044761,-0.020411,-0.0018498,0.11133,-2.2456e-05,0.22079,-0.24362,-0.10861,0,0,0,0.075194,0.075211,0.075213,0.075192,0.72795,-0.78409,-0.32924,0.59413,-0.51543,-0.082149
0.51,0.0056963,-0.0063765,1.1971,0.0070512,0.016019,-0.40723,0.91316,0.042423,-0.047237,-0.021514,-0.0019231,0.11218,-2.4157e-05,0.2281,-0.25149,-0.11191,0,0,0,0.075172,0.075188,0.07519,0.07517,0.73374,-0.78906,-0.32997,0.56521,-0.48049,-0.063483
0.52,0.0061321,-0.0068616,1.1968,0.0072737,0.016537,-0.40711,0.9132,0.044741,-0.049791,-0.02265,-0.0019977,0.11299,-2.5947e-05,0.23546,-0.2594,-0.11521,0,0,0,0.07515,0.075165,0.075167,0.075148,0.73925,-0.7937,-0.33051,0.53661,-0.44594,-0.045058
0.53,0.0065914,-0.0073726,1.1966,0.0074973,0.017057,-0.40698,0.91325,0.047133,-0.052425,-0.023818,-0.0020737,0.11374,-2.7827e-05,0.24288,-0.26736,-0.11852,0,0,0,0.075128,0.075142,0.075144,0.075126,0.74447,-0.79798,-0.33087,0.50831,-0.4118,-0.026873
0.54,0.007075,-0.0079103,1.1964,0.0077222,0.017582,-0.40685,0.91329,0.049599,-0.055138,-0.02502,-0.0021511,0.11446,-2.9801e-05,0.25035,-0.27536,-0.12183,0,0,0,0.075106,0.075119,0.075121,0.075104,0.74942,-0.80193,-0.33105,0.48032,-0.37804,-0.0089286
0.55,0.0075836,-0.0084756,1.1961,0.0079481,0.018109,-0.40672,0.91334,0.05214,-0.057932,-0.026255,-0.0022298,0.11512,-3.1871e-05,0.25787,-0.2834,-0.12514,0,0,0,0.075084,0.075096,0.075098,0.075082,0.75408,-0.80555,-0.33105,0.45263,-0.34468,0.0087777
0.56,0.0081181,-0.0090693,1.1958,0.0081749,0.01864,-0.4066,0.91338,0.054756,-0.060807,-0.027523,-0.0023099,0.11575,-3.4039e-05,0.26543,-0.29147,-0.12845,0,0,0,0.075063,0.075073,0.075075,0.07506,0.75847,-0.80883,-0.33088,0.42524,-0.3117,0.026247
0.57,0.008679,-0.009692,1.1956,0.0084026,0.019174,-0.40647,0.91343,0.057449,-0.063762,-0.028824,-0.0023912,0.11632,-3.6308e-05,0.27304,-0.29958,-0.13176,0,0,0,0.075041,0.075051,0.075053,0.075039,0.76259,-0.81178,-0.33053,0.39815,-0.27912,0.043479
0.58,0.0092673,-0.010345,1.1953,0.0086311,0.01971,-0.40634,0.91347,0.060217,-0.066798,-0.030158,-0.002474,0.11686,-3.868e-05,0.28068,-0.30771,-0.13506,0,0,0,0.07502,0.075028,0.075031,0.075017,0.76644,-0.81441,-0.33001,0.37137,-0.24692,0.060477
0.59,0.0098836,-0.011028,1.195,0.0088603,0.020249,-0.4062,0.91352,0.063062,-0.069916,-0.031525,-0.002558,0.11735,-4.1156e-05,0.28836,-0.31586,-0.13836,0,0,0,0.074998,0.075006,0.075008,0.074996,0.77002,-0.81672,-0.32932,0.34488,-0.2151,0.07724
0.6,0.010529,-0.011743,1.1946,0.00909,0.02079,-0.40607,0.91356,0.065985,-0.073115,-0.032925,-0.0026434,0.1178,-4.3741e-05,0.29608,-0.32404,-0.14165,0,0,0,0.074977,0.074984,0.074986,0.074975,0.77333,-0.81872,-0.32846,0.31869,-0.18367,0.09377
0.61,0.011204,-0.012491,1.1943,0.0093202,0.021333,-0.40594,0.9136,0.068984,-0.076397,-0.034358,-0.00273,0.1182,-4.6435e-05,0.30383,-0.33224,-0.14493,0,0,0,0.074956,0.074962,0.074965,0.074954,0.77639,-0.8204,-0.32744,0.2928,-0.15262,0.11007
0.62,0.011909,-0.013272,1.1939,0.0095508,0.021878,-0.4058,0.91365,0.072061,-0.07976,-0.035824,-0.002818,0.11856,-4.9242e-05,0.31161,-0.34045,-0.1482,0,0,0,0.074936,0.07494,0.074943,0.074933,0.77919,-0.82177,-0.32626,0.2672,-0.12195,0.12613
0.63,0.012645,-0.014086,1.1936,0.0097817,0.022425,-0.40567,0.91369,0.075216,-0.083206,-0.037322,-0.0029073,0.11888,-5.2162e-05,0.31941,-0.34867,-0.15145,0,0,0,0.074915,0.074919,0.074922,0.074913,0.78174,-0.82284,-0.32492,0.2419,-0.091655,0.14197
0.64,0.013413,-0.014936,1.1932,0.010013,0.022973,-0.40553,0.91374,0.07845,-0.086734,-0.038853,-0.0029979,0.11916,-5.52e-05,0.32724,-0.3569,-0.15469,0,0,0,0.074895,0.074898,0.0749,0.074892,0.78403,-0.8236,-0.32342,0.21689,-0.061739,0.15758
0.65,0.014214,-0.015821,1.1928,0.010244,0.023523,-0.4054,0.91378,0.081761,-0.090344,-0.040416,-0.0030898,0.11939,-5.8356e-05,0.33509,-0.36514,-0.15792,0,0,0,0.074875,0.074877,0.074879,0.074872,0.78607,-0.82407,-0.32177,0.19217,-0.032198,0.17296
0.66,0.015049,-0.016743,1.1924,0.010475,0.024074,-0.40526,0.91382,0.085152,-0.094036,-0.042011,-0.003183,0.11958,-6.1633e-05,0.34296,-0.37338,-0.16113,0,0,0,0.074855,0.074856,0.074859,0.074852,0.78787,-0.82425,-0.31996,0.16774,-0.0030304,0.18811
0.67,0.015918,-0.017702,1.192,0.010706,0.024625,-0.40512,0.91387,0.088621,-0.097812,-0.043638,-0.0032774,0.11974,-6.5034e-05,0.35085,-0.38162,-0.16432,0,0,0,0.074836,0.074836,0.074838,0.074833,0.78943,-0.82413,-0.31801,0.1436,0.025765,0.20304
0.68,0.016821,-0.0187,1.1915,0.010938,0.025178,-0.40498,0.91391,0.092169,-0.10167,-0.045297,-0.0033732,0.11985,-6.8559e-05,0.35875,-0.38986,-0.16749,0,0,0,0.074816,0.074816,0.074818,0.074813,0.79075,-0.82373,-0.3159,0.11975,0.054191,0.21774
0.69,0.017761,-0.019736,1.1911,0.011168,0.025731,-0.40484,0.91396,0.095796,-0.10561,-0.046988,-0.0034702,0.11992,-7.2211e-05,0.36666,-0.3981,-0.17064,0,0,0,0.074797,0.074796,0.074798,0.074794,0.79183,-0.82305,-0.31365,0.096182,0.082249,0.23222
0.7,0.018738,-0.020812,1.1906,0.011399,0.026285,-0.4047,0.914,0.099502,-0.10963,-0.04871,-0.0035684,0.11996,-7.5993e-05,0.37459,-0.40632,-0.17376,0,0,0,0.074779,0.074776,0.074779,0.074776,0.79267,-0.82209,-0.31126,0.072902,0.10994,0.24648
0.71,0.019752,-0.021929,1.1901,0.011629,0.026839,-0.40456,0.91405,0.10329,-0.11374,-0.050463,-0.0036679,0.11995,-7.9906e-05,0.38252,-0.41454,-0.17686,0,0,0,0.07476,0.074757,0.074759,0.074757,0.79329,-0.82085,-0.30873,0.049906,0.13726,0.26051
0.72,0.020804,-0.023087,1.1896,0.011858,0.027393,-0.40441,0.91409,0.10715,-0.11792,-0.052247,-0.0037687,0.11991,-8.3952e-05,0.39045,-0.42274,-0.17993,0,0,0,0.074742,0.074738,0.074741,0.074739,0.79367,-0.81935,-0.30605,0.027192,0.16423,0.27433
0.73,0.021895,-0.024288,1.189,0.012088,0.027946,-0.40427,0.91413,0.1111,-0.12219,-0.054062,-0.0038707,0.11983,-8.8133e-05,0.39839,-0.43093,-0.18298,0,0,0,0.074724,0.074719,0.074722,0.074721,0.79383,-0.81757,-0.30324,0.0047608,0.19083,0.28792
0.74,0.023026,-0.025531,1.1885,0.012316,0.0285,-0.40412,0.91418,0.11512,-0.12654,-0.055906,-0.003974,0.1197,-9.2451e-05,0.40633,-0.43909,-0.186,0,0,0,0.074707,0.074701,0.074704,0.074704,0.79377,-0.81553,-0.30029,-0.01739,0.21707,0.3013
0.75,0.024198,-0.026819,1.1879,0.012543,0.029053,-0.40398,0.91422,0.11922,-0.13097,-0.057781,-0.0040785,0.11955,-9.6908e-05,0.41426,-0.44724,-0.18899,0,0,0,0.07469,0.074683,0.074686,0.074686,0.79348,-0.81323,-0.29722,-0.039263,0.24295,0.31446
0.76,0.025411,-0.028151,1.1873,0.01277,0.029605,-0.40383,0.91427,0.12341,-0.13548,-0.059686,-0.0041842,0.11935,-0.00010151,0.4222,-0.45536,-0.19194,0,0,0,0.074673,0.074665,0.074668,0.07467,0.79298,-0.81067,-0.29401,-0.060857,0.26847,0.3274
0.77,0.026666,-0.029529,1.1867,0.012996,0.030157,-0.40368,0.91431,0.12767,-0.14008,-0.06162,-0.0042911,0.11912,-0.00010624,0.43012,-0.46345,-0.19487,0,0,0,0.074656,0.074648,0.074651,0.074653,0.79227,-0.80786,-0.29067,-0.082174,0.29364,0.34013
0.78,0.027964,-0.030953,1.1861,0.013221,0.030708,-0.40353,0.91435,0.13201,-0.14475,-0.063583,-0.0043992,0.11885,-0.00011113,0.43804,-0.47151,-0.19776,0,0,0,0.07464,0.074631,0.074634,0.074637,0.79134,-0.8048,-0.2872,-0.10322,0.31846,0.35264
0.79,0.029306,-0.032424,1.1855,0.013445,0.031257,-0.40338,0.9144,0.13643,-0.14951,-0.065575,-0.0045086,0.11854,-0.00011616,0.44595,-0.47954,-0.20061,0,0,0,0.074624,0.074614,0.074617,0.074621,0.7902,-0.80149,-0.28362,-0.12398,0.34292,0.36494
0.8,0.030693,-0.033943,1.1848,0.013668,0.031806,-0.40323,0.91444,0.14093,-0.15434,-0.067595,-0.0046191,0.1182,-0.00012133,0.45384,-0.48754,-0.20343,0,0,0,0.074609,0.074598,0.074601,0.074606,0.78886,-0.79794,-0.27991,-0.14448,0.36703,0.37703
0.81,0.032125,-0.035511,1.1841,0.013889,0.032353,-0.40308,0.91449,0.1455,-0.15926,-0.069644,-0.0047308,0.11783,-0.00012665,0.46173,-0.4955,-0.20621,0,0,0,0.074594,0.074582,0.074585,0.07459,0.78731,-0.79416,-0.27608,-0.1647,0.3908,0.38891
0.82,0.033603,-0.037129,1.1834,0.01411,0.032898,-0.40293,0.91453,0.15016,-0.16425,-0.071719,-0.0048437,0.11742,-0.00013213,0.46959,-0.50342,-0.20895,0,0,0,0.074579,0.074567,0.07457,0.074576,0.78557,-0.79013,-0.27213,-0.18465,0.41421,0.40058
0.83,0.035129,-0.038796,1.1827,0.014329,0.033442,-0.40277,0.91458,0.1549,-0.16933,-0.073822,-0.0049578,0.11697,-0.00013775,0.47744,-0.5113,-0.21165,0,0,0,0.074565,0.074552,0.074555,0.074561,0.78362,-0.78587,-0.26806,-0.20434,0.43728,0.41204
0.84,0.036702,-0.040515,1.1819,0.014546,0.033983,-0.40262,0.91462,0.15971,-0.17448,-0.075952,-0.0050731,0.1165,-0.00014353,0.48526,-0.51914,-0.21431,0,0,0,0.074551,0.074537,0.07454,0.074548,0.78148,-0.78139,-0.26389,-0.22375,0.46001,0.42329
0.85,0.038323,-0.042286,1.1811,0.014762,0.034523,-0.40246,0.91467,0.1646,-0.17971,-0.078108,-0.0051895,0.11598,-0.00014946,0.49307,-0.52693,-0.21693,0,0,0,0.074538,0.074523,0.074526,0.074534,0.77915,-0.77667,-0.2596,-0.2429,0.4824,0.43434
0.86,0.039994,-0.04411,1.1804,0.014976,0.03506,-0.40231,0.91471,0.16957,-0.18502,-0.080291,-0.005307,0.11544,-0.00015555,0.50084,-0.53467,-0.2195,0,0,0,0.074524,0.074509,0.074512,0.074521,0.77662,-0.77174,-0.2552,-0.26178,0.50444,0.44518
