t,p_x,p_y,p_z,q_w,q_x,q_y,q_z,v_x,v_y,v_z,w_x,w_y,w_z,a_lin_x,a_lin_y,a_lin_z,a_rot_x,a_rot_y,a_rot_z,u_1,u_2,u_3,u_4,jerk_x,jerk_y,jerk_z,snap_x,snap_y,snap_z
0,-5,4.5,1.2,-0,0,-0.70675,0.70747,0,0,0,0,0,0,0,0,0,0,0,0,0.097829,4.07,4.066,0.10182,0,0,0,0.13479,-8254.9,11061
0.01,-5,4.5,1.2,0.013077,0.013105,-0.70654,0.70743,1.6569e-06,-0.0012974,0.0016939,-0.009409,6.772,-0.00011738,0.0006518,-0.38158,0.49365,0,0,0,1.0855,3.2958,3.3071,1.0728,0.19054,-73.294,93.011,36.259,-6441.6,7629.1
0.02,-5,4.4999,1.2001,0.04276,0.042953,-0.70497,0.70665,2.496e-05,-0.0097825,0.012425,-0.0312,9.4403,-0.0012871,0.0048482,-1.4092,1.7545,0,0,0,2.2711,2.6822,2.695,2.2514,0.69264,-129.57,154.28,62.622,-4848.3,4707.3
0.03,-5,4.4998,1.2003,0.076091,0.076636,-0.70182,0.70412,0.00011935,-0.0311,0.03836,-0.056344,9.2871,-0.0041737,0.015234,-2.9233,3.49,0,0,0,3.1132,2.679,2.6879,3.0919,1.4139,-170.95,188.75,80.274,-3462,2262.7
0.04,-5,4.4993,1.2009,0.10646,0.10755,-0.69761,0.70031,0.00035627,-0.069405,0.082986,-0.080286,8.1392,-0.0083538,0.033584,-4.7852,5.4555,0,0,0,3.7046,3.1009,3.1056,3.6843,2.2726,-199.45,201.02,90.262,-2269.9,262.06
0.05,-5,4.4983,1.202,0.13234,0.13416,-0.69304,0.69583,0.000821,-0.12756,0.14756,-0.1023,6.9573,-0.013173,0.060904,-6.8757,7.4506,0,0,0,4.2082,3.6953,3.6969,4.1896,3.1971,-216.95,195.36,93.634,-1259,-1327.7
0.06,-5,4.4966,1.2039,0.15427,0.15704,-0.68849,0.69103,0.0016055,-0.20734,0.23156,-0.12336,6.0409,-0.018235,0.097542,-9.0934,9.3161,0,0,0,4.6885,4.3196,4.3194,4.6713,4.1267,-225.19,175.72,91.44,-416.6,-2539.7
0.07,-5,4.4941,1.2067,0.17329,0.17724,-0.68411,0.68597,0.0028022,-0.30957,0.33304,-0.14503,5.4175,-0.023388,0.14329,-11.354,10.93,0,0,0,5.148,4.9088,4.9077,5.1315,5.0109,-225.8,145.72,84.727,270.34,-3406.9
0.08,-4.9999,4.4904,1.2106,0.19034,0.19576,-0.67991,0.68057,0.0044994,-0.43434,0.44904,-0.16914,5.0392,-0.028618,0.19747,-13.589,12.207,0,0,0,5.5704,5.4336,5.4321,5.554,5.8097,-220.26,108.62,74.544,814.68,-3962.6
0.09,-4.9999,4.4853,1.2157,0.20611,0.21339,-0.67588,0.67466,0.0067765,-0.58108,0.57586,-0.19797,4.8505,-0.033968,0.2591,-15.743,13.089,0,0,0,5.9392,5.8797,5.8783,5.9221,6.4937,-209.94,67.392,61.94,1229.3,-4239.7
0.1,-4.9998,4.4787,1.2222,0.2211,0.23079,-0.67205,0.66798,0.0097019,-0.7488,0.70941,-0.23477,4.8047,-0.039503,0.3269,-17.776,13.55,0,0,0,6.2435,6.2412,6.2403,6.2252,7.0439,-196.07,24.645,47.962,1527.1,-4271.5
0.11,-4.9997,4.4703,1.2299,0.23559,0.24848,-0.66855,0.66015,0.013331,-0.9361,0.84544,-0.28473,4.864,-0.045297,0.3995,-19.657,13.585,0,0,0,6.479,6.5176,6.5175,6.4589,7.4518,-179.74,-17.329,33.659,1721,-4090.9
0.12,-4.9995,4.4599,1.2391,0.24957,0.26701,-0.66571,0.65057,0.017703,-1.1414,0.97975,-0.35737,4.9961,-0.051434,0.47547,-21.366,13.212,0,0,0,6.6477,6.7123,6.7135,6.625,7.7195,-161.95,-56.575,20.079,1823.9,-3731.1
0.13,-4.9993,4.4474,1.2495,0.26262,0.28707,-0.66447,0.63805,0.022847,-1.3628,1.1084,-0.4727,5.1684,-0.058015,0.55346,-22.894,12.468,0,0,0,6.7566,6.8322,6.8351,6.7304,7.8593,-143.53,-91.464,8.2713,1848.6,-3225.2
0.14,-4.9991,4.4326,1.2612,0.27319,0.31011,-0.66736,0.61954,0.028775,-1.5986,1.228,-0.68222,5.3411,-0.065186,0.6323,-24.237,11.402,0,0,0,6.8164,6.8865,6.8916,6.7857,7.8943,-125.2,-120.7,-0.71631,1808.1,-2606.2
0.15,-4.9987,4.4154,1.274,0.27501,0.34095,-0.68364,0.58374,0.035493,-1.8469,1.3356,-1.1713,5.4331,-0.073176,0.71111,-25.4,10.076,0,0,0,6.8407,6.886,6.8939,6.8038,7.8579,-107.54,-143.32,-5.8353,1715.2,-1907.3
0.16,-4.9983,4.3956,1.2879,0.2118,0.41185,-0.77571,0.42871,0.042995,-2.106,1.4289,-3.2898,4.6206,-0.082358,0.78937,-26.391,8.5595,0,0,0,6.8458,6.8403,6.8507,6.8015,7.794,-91.023,-158.69,-6.0374,1582.8,-1161.6
0.17,-4.9979,4.3732,1.3026,0.2472,-0.42091,0.76626,0.41781,0.051278,-2.3742,1.5064,-2.7828,-4.9606,-0.093332,0.86708,-27.225,6.9272,0,0,0,6.7864,6.8209,6.7785,6.7874,7.757,-75.973,-166.51,-0.27413,1423.9,-402.2
0.18,-4.9973,4.3481,1.3179,0.32385,-0.39727,0.68351,0.51972,0.060337,-2.6501,1.5673,-1.1312,-5.4528,-0.10703,0.94481,-27.916,5.2545,0,0,0,6.6953,6.818,6.7561,6.7046,7.8119,-62.591,-166.8,12.503,1251.3,337.87
0.19,-4.9967,4.3202,1.3338,0.35314,-0.40283,0.65455,0.53346,0.070179,-2.9322,1.6116,-0.68567,-5.2442,-0.12483,1.0239,-28.483,3.6151,0,0,0,6.6049,6.8187,6.738,6.6161,8.034,-50.95,-159.93,33.342,1077.9,1025.5
0.2,-4.9959,4.2895,1.3501,0.37282,-0.41376,0.63781,0.53199,0.080826,-3.2194,1.64,-0.46557,-4.8149,-0.14859,1.1063,-28.941,2.0776,0,0,0,6.523,6.8287,6.7244,6.5337,8.5091,-40.992,-146.58,63.292,916.66,1627.6
0.21,-4.995,4.2558,1.3666,0.3873,-0.42587,0.62686,0.52505,0.092327,-3.5107,1.6537,-0.31539,-4.2125,-0.18076,1.1952,-29.308,0.70181,0,0,0,6.4579,6.8475,6.7129,6.4656,9.3337,-32.533,-127.77,103.4,780.39,2111
0.22,-4.9941,4.2192,1.3831,0.39722,-0.43799,0.62048,0.51515,0.10476,-3.8053,1.6547,-0.18548,-3.4763,-0.2242,1.2945,-29.596,-0.46407,0,0,0,6.4145,6.8721,6.6993,6.4171,10.613,-25.266,-104.84,154.1,678.97,2451.3
0.23,-4.9929,4.1797,1.3997,0.40212,-0.45005,0.619,0.50259,0.11827,-4.1024,1.6452,-0.050236,-2.6534,-0.28168,1.4093,-29.816,-1.386,0,0,0,6.3921,6.8998,6.6809,6.3892,12.445,-18.842,-79.198,213.56,611.06,2655.6
0.24,-4.9917,4.1372,1.416,0.40063,-0.46291,0.62373,0.48597,0.13302,-4.4014,1.6279,0.11212,-1.7947,-0.35511,1.5455,-29.974,-2.0433,0,0,0,6.3869,6.928,6.6554,6.3814,14.905,-12.946,-52.134,279.43,572.77,2738.2
0.25,-4.9903,4.0917,1.4322,0.38963,-0.47878,0.63742,0.46115,0.14927,-4.7017,1.6053,0.33117,-0.95834,-0.44534,1.7097,-30.075,-2.4277,0,0,0,6.3942,6.9546,6.6193,6.3943,18.047,-7.3009,-24.792,349.38,560.2,2713.5
0.26,-4.9887,4.0431,1.4481,0.36108,-0.5026,0.66565,0.41704,0.16733,-5.0027,1.5802,0.66145,-0.2335,-0.55198,1.9088,-30.12,-2.5416,0,0,0,6.4107,6.977,6.5657,6.433,21.899,-1.6691,1.8262,421.04,569.47,2595.9
0.27,-4.9869,3.9916,1.4638,0.29114,-0.54409,0.71849,0.3209,0.18759,-5.3039,1.5553,1.2036,0.15089,-0.67351,2.1501,-30.108,-2.3965,0,0,0,6.4424,6.985,6.4766,6.515,26.466,4.1484,26.864,492.08,596.69,2399.7
0.28,-4.9849,3.9371,1.4792,0.12218,-0.59989,0.78503,0.094542,0.2105,-5.6047,1.5331,1.8519,-0.48363,-0.80744,2.4405,-30.036,-2.012,0,0,0,6.543,6.9224,6.3375,6.6549,31.73,10.311,49.606,560.15,637.95,2139.2
0.29,-4.9827,3.8795,1.4945,0.089485,0.59784,-0.77349,0.19053,0.23659,-5.9044,1.5158,1.6153,-2.0186,-0.95062,2.7869,-29.9,-1.414,0,0,0,6.7244,6.7767,6.2843,6.7182,37.651,16.941,69.482,622.9,689.38,1828.9
0.3,-4.9802,3.819,1.5096,0.19091,0.56281,-0.7296,0.33835,0.26644,-6.2024,1.5054,1.0109,-3.0186,-1.0996,3.1955,-29.696,-0.63333,0,0,0,6.8238,6.711,6.3325,6.6901,44.163,24.12,86.066,677.98,747.07,1483.1
0.31,-4.9774,3.7555,1.5246,0.2262,0.53624,-0.70434,0.40643,0.30072,-6.4981,1.5036,0.57219,-3.6499,-1.2508,3.6718,-29.416,0.29543,0,0,0,6.8638,6.7037,6.3925,6.6606,51.177,31.891,99.073,723.05,807.13,1116
0.32,-4.9742,3.689,1.5397,0.23477,0.51718,-0.69276,0.4444,0.34012,-6.7905,1.5117,0.2408,-4.1096,-1.4011,4.2203,-29.056,1.3357,0,0,0,6.8821,6.7178,6.4507,6.6427,58.583,40.258,108.36,755.76,865.68,742.17
0.33,-4.9705,3.6197,1.5549,0.2306,0.50226,-0.6887,0.46931,0.38538,-7.0789,1.5306,-0.041194,-4.455,-1.5479,4.8443,-28.609,2.4503,0,0,0,6.8928,6.7395,6.5062,6.6355,66.243,49.186,113.94,773.76,918.82,375.84
0.34,-4.9664,3.5475,1.5703,0.21919,0.48967,-0.68883,0.48753,0.43726,-7.3624,1.5608,-0.30081,-4.7112,-1.6891,5.5455,-28.07,3.6027,0,0,0,6.9008,6.763,6.558,6.6375,74.001,58.603,115.95,774.72,962.65,31.405
0.35,-4.9618,3.4725,1.5861,0.2031,0.47856,-0.69131,0.50183,0.49655,-7.64,1.6026,-0.54941,-4.8976,-1.8228,6.324,-27.436,4.7584,0,0,0,6.9077,6.785,6.6045,6.6473,81.673,68.395,114.69,756.27,993.29,-276.79
0.36,-4.9565,3.3947,1.6024,0.18371,0.46845,-0.69503,0.51355,0.564,-7.9107,1.6559,-0.79023,-5.0324,-1.9479,7.178,-26.702,5.887,0,0,0,6.9132,6.8033,6.6442,6.6634,89.056,78.414,110.58,716.76,1007.6,-536.98
0.37,-4.9505,3.3143,1.6193,0.16187,0.45908,-0.69931,0.52346,0.64035,-8.1737,1.7202,-1.0228,-5.132,-2.0632,8.1035,-25.867,6.9622,0,0,0,6.9168,6.8173,6.6762,6.6829,95.943,88.494,104.11,657.65,1005.9,-749.25
0.38,-4.9436,3.2313,1.6369,0.1381,0.45027,-0.70366,0.53202,0.72628,-8.4277,1.7949,-1.2457,-5.2099,-2.1684,9.0946,-24.932,7.9629,0,0,0,6.9177,6.8264,6.7003,6.7034,102.15,98.484,95.743,581.31,989.66,-917.11
0.39,-4.9359,3.1457,1.6552,0.1128,0.44189,-0.70776,0.53953,0.82243,-8.672,1.8792,-1.4571,-5.2759,-2.2634,10.144,-23.898,8.8722,0,0,0,6.9152,6.8308,6.7165,6.7232,107.52,108.24,85.905,490.1,960.11,-1044.1
0.4,-4.9272,3.0579,1.6745,0.086228,0.43381,-0.71135,0.54622,0.92932,-8.9054,1.972,-1.6546,-5.3373,-2.3486,11.242,-22.769,9.6774,0,0,0,6.9085,6.8308,6.7253,6.7409,111.91,117.65,74.986,386.39,918.65,-1133.6
0.41,-4.9173,2.9677,1.6947,0.058612,0.42591,-0.71425,0.55228,1.0474,-9.127,2.0723,-1.836,-5.3981,-2.4242,12.378,-21.547,10.369,0,0,0,6.8973,6.8269,6.7274,6.7559,115.21,126.58,63.345,272.54,866.64,-1189.3
0.42,-4.9062,2.8754,1.7159,0.030138,0.4181,-0.71631,0.55784,1.177,-9.336,2.179,-1.9987,-5.4602,-2.4904,13.542,-20.239,10.943,0,0,0,6.8815,6.8201,6.7241,6.7682,117.34,134.95,51.301,150.93,805.43,-1214.6
0.43,-4.8937,2.781,1.7383,0.00097745,0.41027,-0.71742,0.56302,1.3183,-9.5316,2.2908,-2.1402,-5.5235,-2.5474,14.721,-18.85,11.395,0,0,0,6.8615,6.8113,6.7166,6.778,118.21,142.66,39.142,23.915,736.37,-1213
0.44,-4.8798,2.6848,1.7618,-0.028702,0.40235,-0.71747,0.56792,1.4714,-9.7128,2.4065,-2.2581,-5.5861,-2.5953,15.902,-17.388,11.726,0,0,0,6.838,6.8019,6.7063,6.7857,117.8,149.65,27.119,-106.14,660.83,-1188.1
0.45,-4.8642,2.5868,1.7864,-0.058728,0.39424,-0.71639,0.57264,1.6363,-9.8791,2.5249,-2.3504,-5.6452,-2.6345,17.073,-15.86,11.939,0,0,0,6.8121,6.7929,6.6949,6.7919,116.09,155.86,15.447,-236.86,580.15,-1143.3
0.46,-4.847,2.4872,1.8123,-0.088922,0.38589,-0.71414,0.57722,1.8128,-10.03,2.6449,-2.4155,-5.6971,-2.665,18.22,-14.273,12.037,0,0,0,6.7849,6.7854,6.6835,6.7973,113.07,161.24,4.3074,-365.89,495.7,-1082.1
0.47,-4.8279,2.3863,1.8393,-0.1191,0.37725,-0.71069,0.58174,2.0006,-10.164,2.7653,-2.4524,-5.7384,-2.6873,19.33,-12.638,12.027,0,0,0,6.758,6.7804,6.6733,6.8025,108.78,165.77,-6.1531,-490.86,408.82,-1008.1
0.48,-4.8069,2.284,1.8676,-0.14908,0.3683,-0.70603,0.58622,2.1992,-10.282,2.8851,-2.4611,-5.7658,-2.702,20.391,-10.961,11.917,0,0,0,6.7328,6.7786,6.6653,6.8079,103.28,169.42,-15.824,-609.4,320.87,-924.78
0.49,-4.7839,2.1807,1.897,-0.17867,0.35901,-0.70019,0.5907,2.4082,-10.384,3.0033,-2.4423,-5.7771,-2.7101,21.392,-9.2523,11.713,0,0,0,6.7105,6.7802,6.6598,6.8137,96.626,172.19,-24.629,-719.15,233.21,-835.61
0.5,-4.7588,2.0764,1.9276,-0.2077,0.34938,-0.69321,0.5952,2.6268,-10.467,3.1191,-2.3977,-5.7711,-2.7127,22.32,-7.5202,11.427,0,0,0,6.6925,6.7853,6.657,6.8199,88.932,174.09,-32.528,-817.73,147.2,-744.11
0.51,-4.7314,1.9714,1.9594,-0.23601,0.33943,-0.68515,0.59971,2.8543,-10.534,3.2316,-2.3301,-5.7478,-2.7111,23.167,-5.7734,11.066,0,0,0,6.6793,6.7935,6.6567,6.8265,80.317,175.14,-39.515,-902.8,64.179,-653.79
0.52,-4.7016,1.8658,1.9923,-0.26347,0.32917,-0.6761,0.60424,3.0898,-10.583,3.3402,-2.2434,-5.7087,-2.7072,23.924,-4.0201,10.64,0,0,0,6.6717,6.8042,6.6585,6.833,70.929,175.39,-45.62,-971.97,-14.486,-568.17
0.53,-4.6695,1.7598,2.0262,-0.28998,0.31863,-0.66615,0.60879,3.3325,-10.614,3.4442,-2.1421,-5.6564,-2.7026,24.584,-2.2682,10.156,0,0,0,6.6695,6.8166,6.6619,6.839,60.937,174.87,-50.904,-1023.5,-87.71,-490.05
0.54,-4.635,1.6535,2.0611,-0.31547,0.30784,-0.65538,0.61335,3.5812,-10.628,3.5431,-2.031,-5.5941,-2.699,25.141,-0.52503,9.624,0,0,0,6.6719,6.8298,6.6661,6.8444,50.515,173.65,-55.446,-1058,-155.42,-419.63
0.55,-4.5979,1.5473,2.097,-0.3399,0.29682,-0.64388,0.61789,3.8349,-10.625,3.6365,-1.9144,-5.5251,-2.6978,25.593,1.2026,9.0496,0,0,0,6.6778,6.843,6.6706,6.8489,39.829,171.78,-59.321,-1076.8,-217.78,-356.5
0.56,-4.5583,1.4411,2.1338,-0.36325,0.2856,-0.63174,0.6224,4.0927,-10.604,3.724,-1.7958,-5.4522,-2.7,25.937,2.9086,8.4395,0,0,0,6.6859,6.8556,6.6747,6.8524,29.029,169.31,-62.599,-1080.8,-274.95,-300.24
0.57,-4.516,1.3352,2.1715,-0.38555,0.2742,-0.61903,0.62687,4.3533,-10.567,3.8052,-1.678,-5.3781,-2.7065,26.174,4.587,7.7994,0,0,0,6.6952,6.8669,6.6782,6.8544,18.257,166.3,-65.347,-1071.5,-327.11,-250.43
0.58,-4.4712,1.2298,2.2099,-0.40681,0.26265,-0.60581,0.63127,4.6158,-10.513,3.8799,-1.5637,-5.3047,-2.7175,26.303,6.2328,7.1341,0,0,0,6.7045,6.8762,6.6805,6.8548,7.6407,162.79,-67.628,-1049.8,-374.41,-206.64
0.59,-4.4237,1.125,2.2491,-0.42707,0.25097,-0.59215,0.63559,4.879,-10.442,3.9478,-1.4549,-5.2334,-2.7331,26.328,7.8412,6.4482,0,0,0,6.7129,6.8833,6.6817,6.8536,-2.7026,158.82,-69.499,-1017.1,-417.03,-168.47
0.6,-4.3736,1.021,2.2888,-0.44638,0.23918,-0.57809,0.63981,5.142,-10.356,4.0088,-1.3531,-5.1648,-2.7531,26.25,9.408,5.7453,0,0,0,6.7197,6.8876,6.6816,6.8505,-12.668,154.46,-71.015,-974.48,-455.12,-135.49
0.61,-4.3209,0.91797,2.3292,-0.46478,0.2273,-0.56367,0.64389,5.4037,-10.254,4.0627,-1.2599,-5.0994,-2.7771,26.076,10.929,5.0289,0,0,0,6.7244,6.8892,6.6805,6.8458,-22.163,149.74,-72.225,-923.16,-488.85,-107.27
0.62,-4.2655,0.816,2.3701,-0.48233,0.21535,-0.54892,0.64783,5.6632,-10.138,4.1094,-1.1761,-5.0366,-2.8042,25.809,12.402,4.3017,0,0,0,6.7267,6.8879,6.6785,6.8396,-31.106,144.7,-73.175,-864.31,-518.4,-83.416
0.63,-4.2076,0.71527,2.4114,-0.49907,0.20335,-0.53387,0.65158,5.9196,-10.006,4.1487,-1.1028,-4.9759,-2.8335,25.456,13.822,3.5661,0,0,0,6.7263,6.8839,6.676,6.8323,-39.428,139.38,-73.906,-799.13,-543.92,-63.491
0.64,-4.1472,0.61592,2.453,-0.51506,0.19135,-0.51855,0.65514,6.1721,-9.8612,4.1807,-1.0405,-4.916,-2.8637,25.023,15.188,2.8242,0,0,0,6.7234,6.8772,6.6735,6.8241,-47.072,133.83,-74.456,-728.79,-565.58,-47.081
0.65,-4.0842,0.51809,2.495,-0.53035,0.17937,-0.50298,0.65846,6.4198,-9.7028,4.2052,-0.98972,-4.8558,-2.8937,24.517,16.498,2.0775,0,0,0,6.7182,6.8683,6.6714,6.8155,-53.991,128.08,-74.858,-654.49,-583.54,-33.767
0.66,-4.0188,0.42191,2.5371,-0.54497,0.16746,-0.4872,0.66152,6.6622,-9.5315,4.2222,-0.95072,-4.7936,-2.9218,23.945,17.75,1.3274,0,0,0,6.7108,6.8574,6.6702,6.8069,-60.152,122.17,-75.14,-577.4,-597.97,-23.128
0.67,-3.951,0.3275,2.5794,-0.55898,0.15565,-0.47122,0.66428,6.8985,-9.348,4.2317,-0.92358,-4.7281,-2.9467,23.316,18.941,0.57502,0,0,0,6.7017,6.8451,6.6703,6.7989,-65.534,116.13,-75.328,-498.72,-609.04,-14.747
0.68,-3.8808,0.23499,2.6217,-0.5724,0.14401,-0.45508,0.66673,7.1283,-9.1529,4.2337,-0.90821,-4.6575,-2.967,22.637,20.072,-0.17888,0,0,0,6.6915,6.8316,6.6721,6.7918,-70.125,110,-75.442,-419.63,-616.92,-8.2041
0.69,-3.8084,0.14448,2.664,-0.58528,0.13258,-0.43881,0.66882,7.3511,-8.9467,4.2281,-0.9043,-4.5807,-2.9811,21.916,21.141,-0.93362,0,0,0,6.6806,6.8175,6.6757,6.786,-73.929,103.81,-75.497,-341.31,-621.76,-3.0802
0.7,-3.7338,0.056088,2.7063,-0.59764,0.12142,-0.42244,0.67054,7.5666,-8.7302,4.215,-0.91133,-4.4965,-2.988,21.161,22.148,-1.6887,0,0,0,6.6696,6.8034,6.6814,6.7818,-76.958,97.576,-75.506,-264.95,-623.73,1.0438
0.71,-3.6571,-0.030091,2.7483,-0.60952,0.11059,-0.40602,0.67186,7.7743,-8.504,4.1944,-0.92855,-4.4041,-2.9865,20.38,23.093,-2.4436,0,0,0,6.659,6.7896,6.6891,6.7794,-79.238,91.34,-75.478,-191.74,-623,4.587
0.72,-3.5784,-0.11396,2.7901,-0.62095,0.10015,-0.38959,0.67277,7.9741,-8.2686,4.1662,-0.955,-4.3029,-2.9761,19.579,23.975,-3.1981,0,0,0,6.6494,6.7767,6.6986,6.7788,-80.807,85.125,-75.415,-122.86,-619.73,7.9685
0.73,-3.4977,-0.19543,2.8316,-0.63195,0.090159,-0.37318,0.67324,8.1658,-8.0247,4.1304,-0.98948,-4.193,-2.9564,18.766,24.795,-3.9518,0,0,0,6.6413,6.7651,6.7095,6.78,-81.714,78.954,-75.318,-59.491,-614.1,11.607
0.74,-3.4151,-0.27443,2.8727,-0.64255,0.080664,-0.35685,0.67327,8.3494,-7.7729,4.0871,-1.0306,-4.0748,-2.9274,17.947,25.554,-4.7043,0,0,0,6.6351,6.7552,6.7214,6.7827,-82.018,72.85,-75.181,-2.4705,-606.24,15.826
0.75,-3.3307,-0.35087,2.9133,-0.65277,0.071711,-0.34063,0.67284,8.5247,-7.5138,4.0363,-1.0769,-3.9491,-2.8896,17.127,26.252,-5.4553,0,0,0,6.6309,6.7471,6.7341,6.7869,-81.784,66.836,-74.999,48.341,-596.25,20.689
0.76,-3.2446,-0.42468,2.9534,-0.66264,0.063337,-0.32458,0.67197,8.6919,-7.248,3.978,-1.1271,-3.8167,-2.8435,16.313,26.891,-6.2041,0,0,0,6.6288,6.7407,6.7473,6.7924,-81.071,60.932,-74.765,93.244,-584.24,26.214
0.77,-3.1569,-0.49581,2.9929,-0.67218,0.05557,-0.30872,0.67065,8.851,-6.9762,3.9123,-1.1798,-3.6787,-2.7897,15.507,27.472,-6.9504,0,0,0,6.6285,6.736,6.7607,6.7987,-79.938,55.158,-74.473,132.54,-570.29,32.42
0.78,-3.0676,-0.56419,3.0316,-0.68141,0.048432,-0.2931,0.6689,9.0021,-6.6988,3.839,-1.2339,-3.5362,-2.7291,14.715,27.995,-7.6934,0,0,0,6.6299,6.7329,6.774,6.8057,-78.438,49.532,-74.114,166.52,-554.49,39.327
0.79,-2.9769,-0.62977,3.0696,-0.69035,0.041932,-0.27776,0.66671,9.1454,-6.4165,3.7584,-1.2882,-3.3902,-2.6624,13.939,28.463,-8.4324,0,0,0,6.6328,6.7313,6.787,6.8131,-76.624,44.074,-73.684,195.48,-536.94,46.954
0.8,-2.8847,-0.6925,3.1068,-0.69902,0.036076,-0.26273,0.66412,9.281,-6.1297,3.6704,-1.3416,-3.2417,-2.5905,13.183,28.877,-9.1668,0,0,0,6.637,6.7309,6.7993,6.8207,-74.544,38.799,-73.173,219.74,-517.72,55.32
0.81,-2.7913,-0.75235,3.143,-0.70742,0.030859,-0.24804,0.66112,9.4091,-5.8391,3.5751,-1.3932,-3.0919,-2.5143,12.449,29.239,-9.8956,0,0,0,6.6421,6.7315,6.8108,6.8281,-72.244,33.725,-72.575,239.58,-496.94,64.444
0.82,-2.6966,-0.80927,3.1782,-0.71559,0.026268,-0.23372,0.65774,9.53,-5.5451,3.4725,-1.442,-2.9416,-2.4347,11.739,29.552,-10.618,0,0,0,6.6479,6.733,6.8213,6.8352,-69.766,28.865,-71.881,255.3,-474.68,74.345
0.83,-2.6007,-0.86324,3.2124,-0.72351,0.022284,-0.21981,0.654,9.644,-5.2482,3.3627,-1.4872,-2.7918,-2.3525,11.054,29.817,-11.333,0,0,0,6.654,6.7352,6.8306,6.8418,-67.151,24.236,-71.085,267.21,-451.03,85.042
0.84,-2.5037,-0.91423,3.2455,-0.73122,0.018883,-0.20632,0.64992,9.7512,-4.9489,3.2459,-1.5278,-2.6433,-2.2684,10.396,30.038,-12.039,0,0,0,6.6604,6.7379,6.8386,6.8478,-64.434,19.849,-70.178,275.61,-426.09,96.554
0.85,-2.4057,-0.96221,3.2773,-0.7387,0.016034,-0.19328,0.64553,9.852,-4.6476,3.122,-1.5631,-2.4968,-2.1833,9.766,30.215,-12.736,0,0,0,6.6667,6.741,6.8452,6.853,-61.649,15.718,-69.151,280.78,-399.95,108.9
0.86,-2.3067,-1.0072,3.3079,-0.74596,0.013702,-0.1807,0.64086,9.9466,-4.3447,2.9912,-1.5924,-2.353,-2.0978,9.1636,30.353,-13.422,0,0,0,6.6728,6.7442,6.8503,6.8574,-58.828,11.854,-67.997,283.03,-372.7,122.1
0.87,-2.2068,-1.0491,3.3371,-0.75301,0.01185,-0.16861,0.63593,10.035,-4.0407,2.8536,-1.6149,-2.2126,-2.0125,8.5895,30.453,-14.096,0,0,0,6.6786,6.7477,6.854,6.8609,-55.997,8.2673,-66.706,282.67,-344.43,136.17
0.88,-2.106,-1.088,3.3649,-0.75983,0.010436,-0.15702,0.63079,10.119,-3.7358,2.7093,-1.6301,-2.0761,-1.9281,8.0436,30.519,-14.756,0,0,0,6.6839,6.7511,6.8563,6.8636,-53.182,4.9682,-65.27,279.98,-315.24,151.14
0.89,-2.0044,-1.1238,3.3913,-0.76644,0.009417,-0.14593,0.62545,10.196,-3.4304,2.5585,-1.6373,-1.944,-1.8451,7.5257,30.554,-15.4,0,0,0,6.6888,6.7546,6.8573,6.8655,-50.404,1.9653,-63.68,275.28,-285.22,167.02
0.9,-1.9021,-1.1566,3.4161,-0.77281,0.0087506,-0.13536,0.61998,10.269,-3.1248,2.4014,-1.6359,-1.8166,-1.7639,7.0353,30.56,-16.029,0,0,0,6.693,6.758,6.857,6.8667,-47.682,-0.73365,-61.927,268.85,-254.45,183.82
0.91,-1.7991,-1.1863,3.4393,-0.77894,0.0083935,-0.1253,0.61439,10.337,-2.8193,2.238,-1.6254,-1.6944,-1.6848,6.5718,30.54,-16.638,0,0,0,6.6966,6.7614,6.8556,6.8672,-45.032,-3.1216,-60.001,261,-223.04,201.58
0.92,-1.6954,-1.213,3.4608,-0.78483,0.008304,-0.11576,0.60875,10.401,-2.5141,2.0687,-1.6053,-1.5776,-1.6083,6.1344,30.498,-17.228,0,0,0,6.6997,6.7647,6.8531,6.8672,-42.466,-5.1926,-57.892,252.02,-191.07,220.3
0.93,-1.5911,-1.2366,3.4806,-0.79045,0.0084426,-0.10673,0.60309,10.46,-2.2094,1.8935,-1.5751,-1.4665,-1.5344,5.7222,30.437,-17.796,0,0,0,6.7021,6.768,6.8498,6.8667,-39.994,-6.9415,-55.592,242.22,-158.64,240.01
0.94,-1.4862,-1.2572,3.4987,-0.79581,0.0087729,-0.098196,0.59747,10.515,-1.9054,1.7128,-1.5344,-1.3611,-1.4633,5.3342,30.36,-18.339,0,0,0,6.7039,6.7712,6.8458,6.866,-37.624,-8.3642,-53.089,231.89,-125.84,260.73
0.95,-1.3808,-1.2747,3.5149,-0.80087,0.0092625,-0.090157,0.59194,10.567,-1.6022,1.5268,-1.4828,-1.2616,-1.3951,4.9694,30.271,-18.857,0,0,0,6.7051,6.7743,6.8413,6.8651,-35.357,-9.4574,-50.374,221.33,-92.757,282.47
0.96,-1.2749,-1.2892,3.5292,-0.80563,0.0098836,-0.082591,0.58655,10.615,-1.3,1.3358,-1.4198,-1.1678,-1.3297,4.6267,30.172,-19.346,0,0,0,6.7057,6.7773,6.8365,6.8643,-33.197,-10.219,-47.436,210.85,-59.488,305.26
