t,p_x,p_y,p_z,q_w,q_x,q_y,q_z,v_x,v_y,v_z,w_x,w_y,w_z,a_lin_x,a_lin_y,a_lin_z,a_rot_x,a_rot_y,a_rot_z,u_1,u_2,u_3,u_4,jerk_x,jerk_y,jerk_z,snap_x,snap_y,snap_z
0,-5,4.5,1.2,-0,0,-0.47759,0.87858,0,0,0,0,0,0,0,0,0,0,0,0,0.075954,0.076049,0.076049,0.075954,0,0,0,2.3645,-3.6494,0.74505
0.01,-5,4.5,1.2,5.2605e-06,9.6783e-06,-0.47759,0.87858,3.9227e-07,-6.0532e-07,1.2361e-07,-4.4947e-07,0.0043923,-2.7527e-12,0.0001175,-0.00018131,3.7027e-05,0,0,0,0.075955,0.076048,0.076048,0.075955,0.023428,-0.036145,0.0073829,2.3211,-3.5798,0.73156
0.02,-5,4.5,1.2,2.0905e-05,3.8471e-05,-0.47759,0.87858,3.1237e-06,-4.8194e-06,9.844e-07,-2.3886e-06,0.0087011,-4.387e-11,0.00046711,-0.0007206,0.00014721,0,0,0,0.075957,0.076048,0.076048,0.075957,0.046424,-0.071598,0.014632,2.2781,-3.5108,0.71818
0.03,-5,4.5,1.2,4.6727e-05,8.6016e-05,-0.47759,0.87858,1.0494e-05,-1.6188e-05,3.3072e-06,-5.8055e-06,0.012927,-2.2121e-10,0.0010445,-0.001611,0.00032921,0,0,0,0.075959,0.076049,0.076049,0.075959,0.068992,-0.10636,0.021747,2.2355,-3.4423,0.7049
0.04,-5,4.5,1.2,8.2524e-05,0.00015195,-0.47759,0.87858,2.476e-05,-3.8186e-05,7.8036e-06,-1.0688e-05,0.017071,-6.9633e-10,0.0018455,-0.0028456,0.00058171,0,0,0,0.075962,0.07605,0.07605,0.075962,0.091135,-0.14045,0.02873,2.1932,-3.3744,0.69172
0.05,-5,4.5,1.2,0.00012809,0.00023593,-0.47759,0.87858,4.8136e-05,-7.4224e-05,1.5172e-05,-1.7025e-05,0.021132,-1.6932e-09,0.0028658,-0.0044176,0.00090337,0,0,0,0.075965,0.076051,0.076051,0.075965,0.11286,-0.17385,0.035582,2.1513,-3.3071,0.67865
0.06,-5,4.5,1.2,0.00018323,0.00033758,-0.47759,0.87858,8.2794e-05,-0.00012764,2.6097e-05,-2.4803e-05,0.025112,-3.4968e-09,0.0041013,-0.0063204,0.0012929,0,0,0,0.075969,0.076053,0.076054,0.075969,0.13416,-0.20659,0.042303,2.1096,-3.2403,0.66568
0.07,-5,4.5,1.2,0.00024774,0.00045656,-0.47759,0.87858,0.00013086,-0.00020171,4.1252e-05,-3.4011e-05,0.029011,-6.4518e-09,0.0055477,-0.0085472,0.001749,0,0,0,0.075973,0.076056,0.076056,0.075973,0.15505,-0.23866,0.048895,2.0684,-3.174,0.65281
0.08,-5,4.5,1.2,0.00032142,0.00059251,-0.47759,0.87858,0.00019444,-0.00029964,6.1295e-05,-4.4636e-05,0.03283,-1.0961e-08,0.0072009,-0.011091,0.0022704,0,0,0,0.075978,0.076059,0.076059,0.075978,0.17553,-0.27007,0.05536,2.0274,-3.1083,0.64005
0.09,-5,4.5,1.2,0.00040408,0.00074509,-0.47759,0.87858,0.00027556,-0.00042458,8.6873e-05,-5.6666e-05,0.036569,-1.7486e-08,0.0090569,-0.013946,0.0028558,0,0,0,0.075984,0.076063,0.076063,0.075984,0.1956,-0.30083,0.061697,1.9868,-3.0431,0.62738
0.1,-5,4.5,1.2,0.00049551,0.00091396,-0.47759,0.87858,0.00037624,-0.00057959,0.00011862,-7.0088e-05,0.040228,-2.6541e-08,0.011112,-0.017106,0.0035039,0,0,0,0.07599,0.076067,0.076067,0.07599,0.21527,-0.33093,0.067908,1.9466,-2.9784,0.61482
0.11,-5,4.5,1.2,0.00059553,0.0010988,-0.47759,0.87858,0.00049844,-0.00076769,0.00015716,-8.4891e-05,0.043809,-3.8696e-08,0.013361,-0.020563,0.0042135,0,0,0,0.075996,0.076072,0.076072,0.075996,0.23453,-0.3604,0.073993,1.9066,-2.9143,0.60236
0.12,-5,4.5,1.2,0.00070457,0.0012988,-0.47716,0.87882,0.00064409,-0.00099182,0.00020309,-5.4511e-05,0.047312,-5.4576e-08,0.015801,-0.024312,0.0049834,0,0,0,0.076003,0.076077,0.076077,0.076003,0.2534,-0.38922,0.079955,1.867,-2.8507,0.59
0.13,-5,4.5,1.2,0.00082134,0.0015144,-0.47712,0.87884,0.00081508,-0.0012549,0.00025702,-6.4037e-05,0.050736,-7.4854e-08,0.018428,-0.028345,0.0058122,0,0,0,0.07601,0.076083,0.076083,0.07601,0.27187,-0.41741,0.085794,1.8278,-2.7877,0.57774
0.14,-5,4.4999,1.2,0.00094615,0.0017448,-0.47708,0.87886,0.0010133,-0.0015597,0.00031953,-7.4339e-05,0.054084,-1.0026e-07,0.021237,-0.032658,0.0066988,0,0,0,0.076018,0.076089,0.076089,0.076018,0.28996,-0.44498,0.09151,1.7888,-2.7252,0.56558
0.15,-5,4.4999,1.2,0.0010788,0.0019898,-0.47704,0.87888,0.0012404,-0.0019089,0.00039118,-8.5419e-05,0.057355,-1.3155e-07,0.024225,-0.037243,0.007642,0,0,0,0.076027,0.076096,0.076096,0.076026,0.30765,-0.47192,0.097106,1.7502,-2.6632,0.55352
0.16,-4.9999,4.4999,1.2,0.0012191,0.0022491,-0.477,0.8789,0.0014983,-0.0023054,0.00047255,-9.7279e-05,0.06055,-1.6957e-07,0.027389,-0.042094,0.0086405,0,0,0,0.076035,0.076103,0.076103,0.076035,0.32496,-0.49824,0.10258,1.7119,-2.6017,0.54156
0.17,-4.9999,4.4999,1.2,0.0013669,0.0025222,-0.47695,0.87892,0.0017888,-0.0027517,0.00056418,-0.00010992,0.063669,-2.1518e-07,0.030723,-0.047206,0.0096932,0,0,0,0.076045,0.07611,0.076111,0.076044,0.34189,-0.52396,0.10794,1.674,-2.5408,0.5297
0.18,-4.9999,4.4999,1.2,0.001522,0.002809,-0.47691,0.87894,0.0021134,-0.0032504,0.00066659,-0.00012335,0.066714,-2.6928e-07,0.034225,-0.052571,0.010799,0,0,0,0.076054,0.076118,0.076119,0.076054,0.35844,-0.54906,0.11318,1.6364,-2.4804,0.51793
0.19,-4.9999,4.4998,1.2,0.0016842,0.003109,-0.47687,0.87897,0.0024738,-0.0038039,0.00078033,-0.00013756,0.069684,-3.3284e-07,0.037891,-0.058185,0.011956,0,0,0,0.076064,0.076127,0.076127,0.076064,0.37462,-0.57357,0.1183,1.5991,-2.4205,0.50627
0.2,-4.9999,4.4998,1.2,0.0018533,0.0034219,-0.47683,0.87899,0.0028717,-0.0044149,0.00090589,-0.00015256,0.07258,-4.0686e-07,0.041717,-0.064041,0.013164,0,0,0,0.076075,0.076136,0.076136,0.076075,0.39043,-0.59747,0.1233,1.5621,-2.3612,0.4947
0.21,-4.9998,4.4997,1.2001,0.0020292,0.0037474,-0.47679,0.87901,0.0033087,-0.0050855,0.0010438,-0.00016835,0.075404,-4.9236e-07,0.045698,-0.070132,0.014422,0,0,0,0.076086,0.076145,0.076146,0.076086,0.40586,-0.62079,0.12819,1.5254,-2.3023,0.48324
0.22,-4.9998,4.4997,1.2001,0.0022117,0.0040852,-0.47674,0.87903,0.0037862,-0.0058183,0.0011945,-0.00018493,0.078155,-5.9044e-07,0.049833,-0.076454,0.015728,0,0,0,0.076097,0.076155,0.076156,0.076097,0.42093,-0.64352,0.13297,1.4891,-2.244,0.47186
0.23,-4.9997,4.4996,1.2001,0.0024005,0.0044349,-0.4767,0.87905,0.0043058,-0.0066154,0.0013585,-0.0002023,0.080834,-7.0221e-07,0.054116,-0.083001,0.017081,0,0,0,0.076109,0.076165,0.076166,0.076109,0.43565,-0.66567,0.13763,1.4531,-2.1862,0.46059
0.24,-4.9997,4.4995,1.2001,0.0025956,0.0047964,-0.47665,0.87907,0.004869,-0.007479,0.0015363,-0.00022047,0.083441,-8.2881e-07,0.058544,-0.089766,0.01848,0,0,0,0.076122,0.076176,0.076177,0.076121,0.45,-0.68725,0.14218,1.4174,-2.1289,0.44941
0.25,-4.9996,4.4995,1.2001,0.0027967,0.0051691,-0.47661,0.8791,0.0054772,-0.0084114,0.0017282,-0.00023944,0.085978,-9.7145e-07,0.063115,-0.096744,0.019924,0,0,0,0.076134,0.076187,0.076188,0.076134,0.46399,-0.70825,0.14662,1.382,-2.0721,0.43833
0.26,-4.9996,4.4994,1.2001,0.0030037,0.005553,-0.47656,0.87912,0.0061318,-0.0094146,0.0019349,-0.0002592,0.088444,-1.1313e-06,0.067823,-0.10393,0.021412,0,0,0,0.076147,0.076199,0.0762,0.076147,0.47764,-0.72869,0.15095,1.347,-2.0158,0.42735
0.27,-4.9995,4.4993,1.2001,0.0032164,0.0059475,-0.47652,0.87914,0.0068341,-0.010491,0.0021566,-0.00027976,0.090841,-1.3097e-06,0.072666,-0.11132,0.022943,0,0,0,0.076161,0.076211,0.076212,0.07616,0.49094,-0.74857,0.15516,1.3122,-1.9601,0.41646
0.28,-4.9995,4.4992,1.2002,0.0034347,0.0063525,-0.47647,0.87916,0.0075855,-0.011642,0.0023939,-0.00030112,0.093169,-1.5079e-06,0.077641,-0.1189,0.024515,0,0,0,0.076175,0.076223,0.076224,0.076174,0.50389,-0.76789,0.15927,1.2778,-1.9048,0.40567
0.29,-4.9994,4.499,1.2002,0.0036583,0.0067676,-0.47643,0.87918,0.0083873,-0.012869,0.0026471,-0.00032329,0.095429,-1.7272e-06,0.082743,-0.12667,0.026128,0,0,0,0.076189,0.076236,0.076237,0.076188,0.51649,-0.78667,0.16328,1.2437,-1.85,0.39497
0.3,-4.9993,4.4989,1.2002,0.0038871,0.0071926,-0.47638,0.8792,0.0092408,-0.014176,0.0029166,-0.00034626,0.097621,-1.969e-06,0.087969,-0.13463,0.02778,0,0,0,0.076204,0.076249,0.07625,0.076203,0.52876,-0.8049,0.16717,1.2099,-1.7958,0.38436
0.31,-4.9992,4.4988,1.2003,0.004121,0.007627,-0.47633,0.87922,0.010147,-0.015562,0.0032028,-0.00037003,0.099746,-2.2346e-06,0.093317,-0.14277,0.029471,0,0,0,0.076219,0.076263,0.076264,0.076218,0.54069,-0.82259,0.17097,1.1764,-1.742,0.37386
0.32,-4.9991,4.4986,1.2003,0.0043597,0.0080708,-0.47629,0.87924,0.011108,-0.017032,0.0035061,-0.00039462,0.1018,-2.5254e-06,0.098782,-0.15108,0.031199,0,0,0,0.076234,0.076277,0.076278,0.076234,0.55229,-0.83974,0.17465,1.1433,-1.6888,0.36344
0.33,-4.999,4.4984,1.2003,0.0046032,0.0085235,-0.47624,0.87926,0.012123,-0.018585,0.0038269,-0.00042001,0.1038,-2.8429e-06,0.10436,-0.15956,0.032964,0,0,0,0.07625,0.076292,0.076292,0.07625,0.56356,-0.85636,0.17823,1.1104,-1.636,0.35312
0.34,-4.9988,4.4982,1.2004,0.0048512,0.0089849,-0.47619,0.87928,0.013195,-0.020223,0.0041655,-0.00044621,0.10572,-3.1885e-06,0.11005,-0.16821,0.034763,0,0,0,0.076267,0.076306,0.076307,0.076266,0.5745,-0.87246,0.18171,1.0778,-1.5838,0.34289
0.35,-4.9987,4.498,1.2004,0.0051036,0.0094546,-0.47614,0.8793,0.014325,-0.021949,0.0045223,-0.00047322,0.10759,-3.5637e-06,0.11585,-0.17701,0.036598,0,0,0,0.076283,0.076322,0.076322,0.076282,0.58512,-0.88804,0.18509,1.0456,-1.532,0.33276
0.36,-4.9986,4.4978,1.2005,0.0053602,0.0099325,-0.47609,0.87932,0.015512,-0.023764,0.0048976,-0.00050105,0.10939,-3.97e-06,0.12175,-0.18596,0.038465,0,0,0,0.0763,0.076337,0.076338,0.076299,0.59541,-0.9031,0.18837,1.0137,-1.4807,0.32272
0.37,-4.9984,4.4975,1.2005,0.005621,0.010418,-0.47604,0.87934,0.01676,-0.025669,0.0052917,-0.00052969,0.11112,-4.4088e-06,0.12776,-0.19507,0.040365,0,0,0,0.076318,0.076353,0.076354,0.076317,0.60539,-0.91766,0.19155,0.98202,-1.4299,0.31277
0.38,-4.9982,4.4973,1.2006,0.0058856,0.010911,-0.47599,0.87936,0.018068,-0.027666,0.005705,-0.00055914,0.11279,-4.8818e-06,0.13386,-0.20432,0.042296,0,0,0,0.076335,0.07637,0.07637,0.076334,0.61505,-0.9317,0.19463,0.95068,-1.3796,0.30291
0.39,-4.998,4.497,1.2006,0.006154,0.011412,-0.47594,0.87938,0.019437,-0.029756,0.0061377,-0.00058942,0.1144,-5.3904e-06,0.14006,-0.2137,0.044257,0,0,0,0.076353,0.076386,0.076387,0.076352,0.6244,-0.94525,0.19761,0.91965,-1.3298,0.29315
0.4,-4.9978,4.4967,1.2007,0.0064261,0.01192,-0.47589,0.8794,0.020869,-0.03194,0.0065902,-0.00062051,0.11595,-5.9363e-06,0.14635,-0.22322,0.046247,0,0,0,0.076372,0.076403,0.076404,0.076371,0.63345,-0.9583,0.20049,0.88893,-1.2805,0.28347
0.41,-4.9976,4.4963,1.2008,0.0067016,0.012434,-0.47584,0.87942,0.022365,-0.034221,0.0070627,-0.00065242,0.11744,-6.521e-06,0.15273,-0.23287,0.048266,0,0,0,0.076391,0.076421,0.076422,0.07639,0.64218,-0.97086,0.20328,0.8585,-1.2317,0.27389
0.42,-4.9974,4.496,1.2008,0.0069805,0.012955,-0.47579,0.87944,0.023924,-0.036598,0.0075556,-0.00068515,0.11887,-7.1461e-06,0.15919,-0.24264,0.050313,0,0,0,0.07641,0.076439,0.07644,0.076409,0.65062,-0.98294,0.20597,0.82837,-1.1833,0.2644
0.43,-4.9971,4.4956,1.2009,0.0072625,0.013482,-0.47573,0.87946,0.025549,-0.039074,0.0080691,-0.0007187,0.12023,-7.8132e-06,0.16574,-0.25252,0.052385,0,0,0,0.076429,0.076457,0.076458,0.076428,0.65875,-0.99453,0.20856,0.79854,-1.1354,0.255
0.44,-4.9969,4.4952,1.201,0.0075476,0.014015,-0.47568,0.87947,0.027239,-0.041649,0.0086034,-0.00075308,0.12154,-8.524e-06,0.17236,-0.26252,0.054484,0,0,0,0.076449,0.076475,0.076476,0.076448,0.66659,-1.0056,0.21107,0.76901,-1.088,0.24569
0.45,-4.9966,4.4948,1.2011,0.0078356,0.014553,-0.47563,0.87949,0.028996,-0.044325,0.0091588,-0.00078828,0.12279,-9.2801e-06,0.17907,-0.27263,0.056606,0,0,0,0.076469,0.076494,0.076495,0.076468,0.67413,-1.0163,0.21348,0.73977,-1.0411,0.23646
0.46,-4.9963,4.4943,1.2012,0.0081263,0.015097,-0.47557,0.87951,0.030821,-0.047102,0.0097356,-0.0008243,0.12399,-1.0083e-05,0.18585,-0.28285,0.058753,0,0,0,0.07649,0.076513,0.076514,0.076488,0.68139,-1.0265,0.2158,0.71083,-0.99463,0.22733
0.47,-4.996,4.4938,1.2013,0.0084196,0.015647,-0.47552,0.87953,0.032713,-0.049982,0.010334,-0.00086115,0.12512,-1.0935e-05,0.19269,-0.29316,0.060922,0,0,0,0.07651,0.076533,0.076534,0.076509,0.68835,-1.0362,0.21802,0.68218,-0.94864,0.21829
0.48,-4.9956,4.4933,1.2014,0.0087154,0.016201,-0.47546,0.87954,0.034675,-0.052965,0.010954,-0.00089883,0.1262,-1.1836e-05,0.19961,-0.30357,0.063113,0,0,0,0.076531,0.076553,0.076554,0.07653,0.69503,-1.0454,0.22016,0.65382,-0.90313,0.20934
0.49,-4.9953,4.4928,1.2015,0.0090136,0.01676,-0.4754,0.87956,0.036706,-0.056054,0.011596,-0.00093734,0.12722,-1.279e-05,0.20659,-0.31407,0.065325,0,0,0,0.076553,0.076573,0.076574,0.076552,0.70143,-1.0542,0.22221,0.62576,-0.85809,0.20047
0.5,-4.9949,4.4922,1.2016,0.0093139,0.017323,-0.47535,0.87958,0.038807,-0.059247,0.012261,-0.00097668,0.12819,-1.3797e-05,0.21364,-0.32465,0.067557,0,0,0,0.076574,0.076593,0.076595,0.076573,0.70755,-1.0626,0.22417,0.59799,-0.81352,0.19169
0.51,-4.9945,4.4916,1.2017,0.0096163,0.017891,-0.47529,0.87959,0.040979,-0.062547,0.012947,-0.0010168,0.12911,-1.486e-05,0.22074,-0.33532,0.069808,0,0,0,0.076596,0.076614,0.076615,0.076595,0.71339,-1.0705,0.22605,0.5705,-0.7694,0.183
0.52,-4.9941,4.4909,1.2019,0.0099206,0.018462,-0.47523,0.87961,0.043222,-0.065954,0.013657,-0.0010579,0.12997,-1.5979e-05,0.22791,-0.34606,0.072078,0,0,0,0.076619,0.076635,0.076637,0.076618,0.71896,-1.078,0.22783,0.5433,-0.72576,0.1744
0.53,-4.9936,4.4903,1.202,0.010227,0.019038,-0.47517,0.87963,0.045537,-0.069468,0.014389,-0.0010997,0.13077,-1.7157e-05,0.23512,-0.35688,0.074364,0,0,0,0.076641,0.076657,0.076658,0.07664,0.72426,-1.085,0.22953,0.51639,-0.68257,0.16589
0.54,-4.9932,4.4896,1.2022,0.010535,0.019617,-0.47512,0.87964,0.047925,-0.073092,0.015144,-0.0011424,0.13153,-1.8395e-05,0.24239,-0.36776,0.076668,0,0,0,0.076664,0.076679,0.07668,0.076663,0.72929,-1.0916,0.23115,0.48977,-0.63985,0.15746
0.55,-4.9927,4.4888,1.2023,0.010844,0.020199,-0.47506,0.87966,0.050385,-0.076824,0.015923,-0.0011859,0.13223,-1.9695e-05,0.24971,-0.37871,0.078987,0,0,0,0.076687,0.076701,0.076702,0.076686,0.73405,-1.0978,0.23268,0.46343,-0.59758,0.14912
0.56,-4.9922,4.488,1.2025,0.011155,0.020784,-0.475,0.87967,0.052919,-0.080666,0.016724,-0.0012302,0.13288,-2.1059e-05,0.25707,-0.38972,0.081321,0,0,0,0.076711,0.076723,0.076724,0.076709,0.73856,-1.1036,0.23413,0.43738,-0.55577,0.14086
0.57,-4.9916,4.4872,1.2026,0.011467,0.021372,-0.47494,0.87969,0.055527,-0.084618,0.017549,-0.0012754,0.13348,-2.2488e-05,0.26448,-0.40078,0.08367,0,0,0,0.076734,0.076745,0.076747,0.076733,0.7428,-1.109,0.2355,0.4116,-0.51441,0.1327
0.58,-4.9911,4.4863,1.2028,0.01178,0.021963,-0.47487,0.8797,0.058209,-0.088682,0.018397,-0.0013214,0.13403,-2.3984e-05,0.27193,-0.4119,0.086031,0,0,0,0.076758,0.076768,0.07677,0.076757,0.74679,-1.1139,0.23679,0.38611,-0.47351,0.12461
0.59,-4.9905,4.4854,1.203,0.012094,0.022556,-0.47481,0.87971,0.060965,-0.092857,0.01927,-0.0013682,0.13453,-2.5549e-05,0.27941,-0.42306,0.088405,0,0,0,0.076783,0.076791,0.076793,0.076781,0.75052,-1.1184,0.23799,0.3609,-0.43306,0.11661
0.6,-4.9898,4.4845,1.2032,0.012409,0.023151,-0.47475,0.87973,0.063797,-0.097143,0.020166,-0.0014159,0.13498,-2.7184e-05,0.28694,-0.43426,0.090791,0,0,0,0.076807,0.076815,0.076816,0.076805,0.75401,-1.1226,0.23912,0.33597,-0.39305,0.1087
0.61,-4.9892,4.4835,1.2034,0.012725,0.023749,-0.47469,0.87974,0.066704,-0.10154,0.021085,-0.0014645,0.13538,-2.8892e-05,0.29449,-0.44551,0.093187,0,0,0,0.076832,0.076838,0.07684,0.07683,0.75724,-1.1263,0.24017,0.31131,-0.35349,0.10087
0.62,-4.9885,4.4824,1.2036,0.013042,0.024348,-0.47462,0.87976,0.069687,-0.10605,0.022029,-0.0015138,0.13574,-3.0672e-05,0.30208,-0.45679,0.095594,0,0,0,0.076856,0.076862,0.076864,0.076855,0.76024,-1.1296,0.24114,0.28693,-0.31438,0.093125
0.63,-4.9878,4.4814,1.2039,0.013359,0.024948,-0.47456,0.87977,0.072746,-0.11068,0.022997,-0.0015641,0.13604,-3.2528e-05,0.3097,-0.4681,0.09801,0,0,0,0.076882,0.076886,0.076888,0.07688,0.76298,-1.1326,0.24203,0.26283,-0.27572,0.085464
0.64,-4.987,4.4802,1.2041,0.013677,0.02555,-0.47449,0.87978,0.075881,-0.11542,0.02399,-0.0016151,0.13631,-3.4461e-05,0.31734,-0.47944,0.10043,0,0,0,0.076907,0.076911,0.076912,0.076905,0.76549,-1.1351,0.24285,0.239,-0.23749,0.077887
0.65,-4.9863,4.479,1.2043,0.013995,0.026153,-0.47443,0.87979,0.079093,-0.12027,0.025006,-0.001667,0.13652,-3.6473e-05,0.325,-0.4908,0.10287,0,0,0,0.076932,0.076935,0.076937,0.076931,0.76777,-1.1373,0.24359,0.21545,-0.19971,0.070392
0.66,-4.9855,4.4778,1.2046,0.014313,0.026757,-0.47436,0.87981,0.082381,-0.12523,0.026047,-0.0017198,0.13669,-3.8565e-05,0.33269,-0.50218,0.10531,0,0,0,0.076958,0.07696,0.076961,0.076957,0.7698,-1.1391,0.24426,0.19217,-0.16236,0.062981
0.67,-4.9846,4.4765,1.2049,0.014632,0.027362,-0.4743,0.87982,0.085747,-0.13031,0.027112,-0.0017734,0.13682,-4.0739e-05,0.3404,-0.51358,0.10775,0,0,0,0.076984,0.076985,0.076986,0.076983,0.77161,-1.1406,0.24485,0.16916,-0.12545,0.055652
0.68,-4.9837,4.4752,1.2051,0.01495,0.027968,-0.47423,0.87983,0.089189,-0.1355,0.028202,-0.0018278,0.1369,-4.2996e-05,0.34812,-0.52499,0.1102,0,0,0,0.07701,0.07701,0.077011,0.077009,0.77319,-1.1416,0.24537,0.14642,-0.088973,0.048405
0.69,-4.9828,4.4738,1.2054,0.015268,0.028573,-0.47416,0.87984,0.092709,-0.14081,0.029316,-0.0018831,0.13694,-4.5338e-05,0.35586,-0.53641,0.11266,0,0,0,0.077037,0.077035,0.077037,0.077035,0.77454,-1.1424,0.24582,0.12394,-0.05293,0.04124
0.7,-4.9819,4.4724,1.2057,0.015587,0.029179,-0.47409,0.87985,0.096307,-0.14623,0.030455,-0.0019393,0.13694,-4.7767e-05,0.36361,-0.54784,0.11512,0,0,0,0.077063,0.077061,0.077062,0.077061,0.77567,-1.1427,0.24619,0.10174,-0.017319,0.034157
0.71,-4.9809,4.4709,1.206,0.015904,0.029785,-0.47402,0.87986,0.099982,-0.15177,0.031619,-0.0019963,0.1369,-5.0284e-05,0.37138,-0.55927,0.11758,0,0,0,0.07709,0.077087,0.077088,0.077088,0.77657,-1.1427,0.2465,0.079803,0.017863,0.027154
0.72,-4.9799,4.4694,1.2064,0.016222,0.030391,-0.47395,0.87988,0.10373,-0.15742,0.032807,-0.0020541,0.13681,-5.2891e-05,0.37915,-0.57069,0.12005,0,0,0,0.077117,0.077113,0.077114,0.077115,0.77726,-1.1424,0.24674,0.058131,0.052618,0.020233
0.73,-4.9788,4.4678,1.2067,0.016539,0.030997,-0.47388,0.87989,0.10756,-0.16318,0.03402,-0.0021128,0.13668,-5.5589e-05,0.38692,-0.58211,0.12252,0,0,0,0.077144,0.077139,0.07714,0.077142,0.77774,-1.1417,0.24691,0.036723,0.086946,0.013392
0.74,-4.9777,4.4661,1.207,0.016855,0.031602,-0.47381,0.8799,0.11147,-0.16906,0.035257,-0.0021723,0.13651,-5.838e-05,0.3947,-0.59352,0.12499,0,0,0,0.077171,0.077165,0.077167,0.077169,0.778,-1.1406,0.24701,0.015579,0.12085,0.0066318
0.75,-4.9766,4.4644,1.2074,0.017171,0.032206,-0.47374,0.87991,0.11546,-0.17505,0.036519,-0.0022327,0.13631,-6.1265e-05,0.40248,-0.60492,0.12746,0,0,0,0.077198,0.077191,0.077193,0.077196,0.77805,-1.1392,0.24704,-0.0053031,0.15433,-4.8835e-05
0.76,-4.9754,4.4626,1.2078,0.017486,0.032809,-0.47367,0.87992,0.11952,-0.18116,0.037806,-0.002294,0.13606,-6.4247e-05,0.41026,-0.61631,0.12993,0,0,0,0.077225,0.077218,0.077219,0.077223,0.77789,-1.1375,0.247,-0.025924,0.18739,-0.00665
0.77,-4.9742,4.4608,1.2082,0.017799,0.033411,-0.4736,0.87993,0.12366,-0.18738,0.039118,-0.0023561,0.13578,-6.7325e-05,0.41804,-0.62767,0.1324,0,0,0,0.077253,0.077245,0.077246,0.077251,0.77753,-1.1355,0.24691,-0.046286,0.22004,-0.013172
0.78,-4.973,4.4588,1.2085,0.018112,0.034012,-0.47352,0.87994,0.12788,-0.19371,0.040454,-0.0024191,0.13545,-7.0503e-05,0.42581,-0.63902,0.13486,0,0,0,0.07728,0.077271,0.077273,0.077279,0.77697,-1.1331,0.24674,-0.066388,0.25226,-0.019615
0.79,-4.9717,4.4569,1.209,0.018424,0.034612,-0.47345,0.87995,0.13218,-0.20016,0.041815,-0.0024829,0.1351,-7.378e-05,0.43358,-0.65033,0.13733,0,0,0,0.077308,0.077298,0.0773,0.077306,0.77621,-1.1304,0.24651,-0.086233,0.28407,-0.025979
0.8,-4.9703,4.4548,1.2094,0.018735,0.03521,-0.47338,0.87996,0.13655,-0.20672,0.043201,-0.0025476,0.1347,-7.716e-05,0.44133,-0.66162,0.13979,0,0,0,0.077336,0.077325,0.077327,0.077334,0.77525,-1.1274,0.24622,-0.10582,0.31547,-0.032266
0.81,-4.9689,4.4527,1.2098,0.019044,0.035807,-0.4733,0.87997,0.14101,-0.21339,0.044611,-0.0026131,0.13427,-8.0642e-05,0.44908,-0.67288,0.14226,0,0,0,0.077364,0.077352,0.077354,0.077362,0.77409,-1.1241,0.24587,-0.12515,0.34646,-0.038474
0.82,-4.9675,4.4506,1.2103,0.019352,0.036402,-0.47323,0.87998,0.14554,-0.22017,0.046046,-0.0026796,0.1338,-8.4229e-05,0.45681,-0.68411,0.14471,0,0,0,0.077392,0.07738,0.077381,0.07739,0.77274,-1.1205,0.24545,-0.14423,0.37703,-0.044605
0.83,-4.966,4.4483,1.2107,0.019659,0.036994,-0.47315,0.87999,0.15014,-0.22707,0.047505,-0.0027468,0.1333,-8.7922e-05,0.46453,-0.69529,0.14716,0,0,0,0.07742,0.077407,0.077409,0.077418,0.77121,-1.1166,0.24498,-0.16306,0.4072,-0.050658
0.84,-4.9645,4.446,1.2112,0.019964,0.037585,-0.47307,0.88,0.15483,-0.23408,0.048989,-0.0028149,0.13276,-9.1723e-05,0.47224,-0.70644,0.14961,0,0,0,0.077448,0.077434,0.077436,0.077446,0.76948,-1.1124,0.24444,-0.18163,0.43696,-0.056635
0.85,-4.9629,4.4437,1.2117,0.020268,0.038173,-0.473,0.88,0.15959,-0.2412,0.050498,-0.0028839,0.13219,-9.5631e-05,0.47992,-0.71754,0.15205,0,0,0,0.077476,0.077462,0.077464,0.077474,0.76757,-1.1079,0.24384,-0.19996,0.46632,-0.062535
0.86,-4.9613,4.4412,1.2122,0.02057,0.038759,-0.47292,0.88001,0.16442,-0.24843,0.05203,-0.0029538,0.13159,-9.965e-05,0.48759,-0.72859,0.15449,0,0,0,0.077505,0.077489,0.077491,0.077502,0.76548,-1.1031,0.24319,-0.21803,0.49528,-0.068359
0.87,-4.9596,4.4387,1.2128,0.02087,0.039342,-0.47284,0.88002,0.16934,-0.25577,0.053587,-0.0030245,0.13095,-0.00010378,0.49523,-0.7396,0.15692,0,0,0,0.077533,0.077517,0.077519,0.077531,0.76322,-1.098,0.24248,-0.23585,0.52383,-0.074107
0.88,-4.9579,4.4361,1.2133,0.021168,0.039922,-0.47276,0.88003,0.17433,-0.26322,0.055169,-0.0030961,0.13028,-0.00010802,0.50285,-0.75055,0.15934,0,0,0,0.077561,0.077544,0.077546,0.077559,0.76077,-1.0926,0.24171,-0.25343,0.55198,-0.07978
0.89,-4.9561,4.4334,1.2139,0.021464,0.0405,-0.47268,0.88004,0.1794,-0.27078,0.056774,-0.0031686,0.12959,-0.00011238,0.51045,-0.76145,0.16175,0,0,0,0.077589,0.077572,0.077574,0.077587,0.75815,-1.0869,0.24088,-0.27076,0.57974,-0.085377
