t,p_x,p_y,p_z,q_w,q_x,q_y,q_z,v_x,v_y,v_z,w_x,w_y,w_z,a_lin_x,a_lin_y,a_lin_z,a_rot_x,a_rot_y,a_rot_z,u_1,u_2,u_3,u_4,jerk_x,jerk_y,jerk_z,snap_x,snap_y,snap_z
21.26,-4.1216,-5.218,1.6658,0.051174,0.073331,0.4137,0.90601,1.2678,1.6168,-0.74346,-0.046631,-0.064685,0.0028735,1.7666,-0.32319,0.1146,0,0,0,0.07815,0.078129,0.078147,0.078129,-0.71046,-0.19808,0.47028,-0.8435,0.51861,-0.21893
21.27,-4.1088,-5.2018,1.6584,0.05084,0.073117,0.41054,0.90748,1.2854,1.6135,-0.74229,-0.047068,-0.065101,0.0028395,1.7595,-0.32514,0.11929,0,0,0,0.078177,0.078156,0.078173,0.078156,-0.71887,-0.19289,0.46807,-0.83862,0.51865,-0.22235
21.28,-4.0959,-5.1857,1.6509,0.050508,0.072898,0.40742,0.90892,1.303,1.6103,-0.74107,-0.047502,-0.065519,0.0028059,1.7522,-0.32705,0.12396,0,0,0,0.078203,0.078182,0.0782,0.078183,-0.72724,-0.1877,0.46583,-0.83371,0.51866,-0.22572
21.29,-4.0827,-5.1696,1.6435,0.050177,0.072674,0.40433,0.91034,1.3204,1.607,-0.73981,-0.047934,-0.065939,0.0027724,1.7449,-0.3289,0.1286,0,0,0,0.078229,0.078208,0.078226,0.078209,-0.73555,-0.18252,0.46355,-0.82877,0.51862,-0.22905
21.3,-4.0695,-5.1536,1.6362,0.049847,0.072444,0.40126,0.91173,1.3379,1.6037,-0.7385,-0.048362,-0.066362,0.0027392,1.7375,-0.3307,0.13323,0,0,0,0.078255,0.078234,0.078251,0.078235,-0.74381,-0.17733,0.46125,-0.82381,0.51854,-0.23234
21.31,-4.056,-5.1375,1.6288,0.049518,0.072208,0.39823,0.9131,1.3552,1.6004,-0.73715,-0.048788,-0.066787,0.0027063,1.7301,-0.33244,0.13783,0,0,0,0.07828,0.07826,0.078277,0.07826,-0.75202,-0.17215,0.45891,-0.81883,0.51842,-0.23558
21.32,-4.0424,-5.1215,1.6214,0.04919,0.071967,0.39523,0.91444,1.3725,1.597,-0.73574,-0.04921,-0.067213,0.0026736,1.7225,-0.33414,0.14241,0,0,0,0.078306,0.078285,0.078302,0.078286,-0.76019,-0.16696,0.45654,-0.81382,0.51825,-0.23877
21.33,-4.0285,-5.1056,1.6141,0.048863,0.07172,0.39226,0.91575,1.3896,1.5937,-0.7343,-0.04963,-0.067641,0.0026412,1.7149,-0.33578,0.14696,0,0,0,0.078331,0.07831,0.078327,0.078311,-0.7683,-0.16178,0.45413,-0.80878,0.51804,-0.24192
21.34,-4.0146,-5.0897,1.6067,0.048537,0.071468,0.38932,0.91704,1.4068,1.5903,-0.73281,-0.050047,-0.068071,0.002609,1.7071,-0.33738,0.15149,0,0,0,0.078356,0.078335,0.078352,0.078336,-0.77636,-0.1566,0.4517,-0.80372,0.51779,-0.24503
21.35,-4.0004,-5.0738,1.5994,0.048213,0.071211,0.38641,0.91831,1.4238,1.5869,-0.73127,-0.050462,-0.068502,0.0025771,1.6993,-0.33892,0.15599,0,0,0,0.07838,0.07836,0.078376,0.078361,-0.78438,-0.15142,0.44923,-0.79863,0.5175,-0.2481
21.36,-3.9861,-5.0579,1.5921,0.04789,0.070948,0.38353,0.91955,1.4407,1.5835,-0.72969,-0.050873,-0.068935,0.0025455,1.6914,-0.3404,0.16047,0,0,0,0.078405,0.078384,0.078401,0.078385,-0.79234,-0.14625,0.44674,-0.79353,0.51717,-0.25112
21.37,-3.9716,-5.0421,1.5848,0.047567,0.070681,0.38068,0.92077,1.4576,1.5801,-0.72806,-0.051282,-0.069368,0.0025141,1.6835,-0.34184,0.16493,0,0,0,0.078429,0.078408,0.078425,0.078409,-0.80025,-0.14108,0.44421,-0.78839,0.5168,-0.25409
21.38,-3.9569,-5.0263,1.5775,0.047246,0.070408,0.37786,0.92197,1.4744,1.5767,-0.72639,-0.051687,-0.069802,0.002483,1.6754,-0.34323,0.16936,0,0,0,0.078452,0.078432,0.078449,0.078433,-0.8081,-0.13592,0.44165,-0.78324,0.51639,-0.25703
21.39,-3.9421,-5.0106,1.5703,0.046926,0.070129,0.37507,0.92315,1.4911,1.5733,-0.72467,-0.052091,-0.070238,0.0024521,1.6673,-0.34456,0.17376,0,0,0,0.078476,0.078456,0.078472,0.078457,-0.81591,-0.13075,0.43907,-0.77806,0.51593,-0.25992
21.4,-3.9271,-4.9949,1.563,0.046607,0.069846,0.37231,0.9243,1.5078,1.5698,-0.72291,-0.052491,-0.070673,0.0024215,1.6591,-0.34584,0.17814,0,0,0,0.078499,0.078479,0.078495,0.07848,-0.82366,-0.1256,0.43646,-0.77285,0.51544,-0.26277
21.41,-3.9119,-4.9792,1.5558,0.046289,0.069558,0.36958,0.92543,1.5243,1.5664,-0.72111,-0.052888,-0.07111,0.0023912,1.6508,-0.34707,0.18249,0,0,0,0.078522,0.078502,0.078518,0.078504,-0.83137,-0.12045,0.43381,-0.76763,0.51491,-0.26557
21.42,-3.8966,-4.9635,1.5486,0.045972,0.069264,0.36688,0.92655,1.5408,1.5629,-0.71926,-0.053283,-0.071547,0.0023611,1.6425,-0.34825,0.18681,0,0,0,0.078545,0.078525,0.078541,0.078526,-0.83902,-0.1153,0.43114,-0.76238,0.51433,-0.26833
21.43,-3.8811,-4.9479,1.5414,0.045656,0.068966,0.36421,0.92764,1.5572,1.5594,-0.71737,-0.053675,-0.071984,0.0023313,1.6341,-0.34938,0.19111,0,0,0,0.078568,0.078548,0.078564,0.078549,-0.84661,-0.11016,0.42845,-0.7571,0.51372,-0.27106
21.44,-3.8655,-4.9324,1.5343,0.045341,0.068663,0.36157,0.92871,1.5735,1.5559,-0.71544,-0.054065,-0.072421,0.0023018,1.6256,-0.35045,0.19538,0,0,0,0.07859,0.07857,0.078586,0.078572,-0.85416,-0.10502,0.42572,-0.75181,0.51307,-0.27373
21.45,-3.8497,-4.9168,1.5271,0.045027,0.068355,0.35896,0.92976,1.5897,1.5524,-0.71346,-0.054452,-0.072858,0.0022725,1.617,-0.35148,0.19963,0,0,0,0.078612,0.078592,0.078608,0.078594,-0.86165,-0.099897,0.42297,-0.74649,0.51237,-0.27637
21.46,-3.8337,-4.9013,1.52,0.044714,0.068042,0.35637,0.93079,1.6058,1.5489,-0.71145,-0.054836,-0.073296,0.0022435,1.6083,-0.35245,0.20384,0,0,0,0.078634,0.078614,0.07863,0.078616,-0.86909,-0.094777,0.4202,-0.74115,0.51164,-0.27897
21.47,-3.8175,-4.8858,1.5129,0.044401,0.067724,0.35381,0.9318,1.6218,1.5453,-0.70939,-0.055217,-0.073733,0.0022148,1.5996,-0.35337,0.20803,0,0,0,0.078655,0.078636,0.078651,0.078637,-0.87647,-0.089665,0.41739,-0.73579,0.51087,-0.28152
21.48,-3.8013,-4.8704,1.5058,0.04409,0.067402,0.35129,0.9328,1.6378,1.5418,-0.70729,-0.055596,-0.074169,0.0021863,1.5908,-0.35424,0.21219,0,0,0,0.078677,0.078657,0.078673,0.078659,-0.8838,-0.08456,0.41457,-0.73041,0.51007,-0.28403
21.49,-3.7848,-4.855,1.4988,0.04378,0.067075,0.34879,0.93377,1.6536,1.5382,-0.70514,-0.055972,-0.074606,0.0021581,1.5819,-0.35506,0.21632,0,0,0,0.078698,0.078678,0.078694,0.07868,-0.89108,-0.079464,0.41171,-0.72501,0.50922,-0.2865
21.5,-3.7682,-4.8396,1.4917,0.04347,0.066743,0.34632,0.93473,1.6694,1.5347,-0.70296,-0.056346,-0.075041,0.0021302,1.573,-0.35583,0.22042,0,0,0,0.078718,0.078699,0.078714,0.078701,-0.8983,-0.074376,0.40884,-0.71958,0.50834,-0.28893
21.51,-3.7514,-4.8243,1.4847,0.043162,0.066407,0.34387,0.93567,1.6851,1.5311,-0.70074,-0.056717,-0.075476,0.0021025,1.564,-0.35655,0.2245,0,0,0,0.078739,0.07872,0.078735,0.078721,-0.90547,-0.069297,0.40594,-0.71414,0.50741,-0.29132
21.52,-3.7345,-4.809,1.4777,0.042854,0.066067,0.34146,0.93659,1.7007,1.5276,-0.69847,-0.057085,-0.075911,0.0020752,1.5549,-0.35722,0.22854,0,0,0,0.078759,0.07874,0.078755,0.078742,-0.91259,-0.064228,0.40301,-0.70867,0.50645,-0.29367
21.53,-3.7174,-4.7938,1.4707,0.042547,0.065721,0.33907,0.9375,1.7162,1.524,-0.69617,-0.057451,-0.076344,0.002048,1.5457,-0.35784,0.23256,0,0,0,0.078779,0.07876,0.078775,0.078762,-0.91965,-0.059168,0.40006,-0.70319,0.50546,-0.29597
21.54,-3.7002,-4.7785,1.4638,0.042241,0.065372,0.33671,0.93839,1.7316,1.5204,-0.69382,-0.057815,-0.076777,0.0020212,1.5365,-0.3584,0.23654,0,0,0,0.078799,0.07878,0.078795,0.078782,-0.92665,-0.054119,0.39709,-0.69768,0.50442,-0.29824
21.55,-3.6828,-4.7633,1.4569,0.041935,0.065018,0.33437,0.93926,1.7469,1.5168,-0.69143,-0.058176,-0.077209,0.0019946,1.5272,-0.35892,0.2405,0,0,0,0.078819,0.0788,0.078814,0.078801,-0.9336,-0.04908,0.3941,-0.69215,0.50335,-0.30047
21.56,-3.6652,-4.7482,1.4499,0.041631,0.06466,0.33207,0.94012,1.7622,1.5132,-0.68901,-0.058534,-0.077639,0.0019683,1.5178,-0.35938,0.24443,0,0,0,0.078838,0.078819,0.078834,0.078821,-0.94049,-0.044052,0.39108,-0.68661,0.50225,-0.30265
21.57,-3.6475,-4.7331,1.4431,0.041327,0.064297,0.32979,0.94096,1.7773,1.5096,-0.68655,-0.05889,-0.078068,0.0019423,1.5084,-0.3598,0.24832,0,0,0,0.078857,0.078838,0.078853,0.07884,-0.94733,-0.039035,0.38804,-0.68104,0.5011,-0.3048
21.58,-3.6297,-4.718,1.4362,0.041024,0.06393,0.32753,0.94178,1.7923,1.506,-0.68404,-0.059243,-0.078496,0.0019165,1.4989,-0.36017,0.25219,0,0,0,0.078876,0.078857,0.078871,0.078859,-0.95411,-0.03403,0.38499,-0.67545,0.49992,-0.30691
21.59,-3.6117,-4.703,1.4294,0.040722,0.063559,0.3253,0.94259,1.8073,1.5024,-0.6815,-0.059594,-0.078922,0.001891,1.4893,-0.36048,0.25602,0,0,0,0.078894,0.078876,0.07889,0.078878,-0.96084,-0.029036,0.38191,-0.66985,0.49871,-0.30898
21.6,-3.5935,-4.688,1.4226,0.04042,0.063184,0.3231,0.94339,1.8221,1.4988,-0.67892,-0.059942,-0.079347,0.0018658,1.4796,-0.36075,0.25982,0,0,0,0.078912,0.078894,0.078908,0.078896,-0.96751,-0.024056,0.37881,-0.66423,0.49746,-0.311
21.61,-3.5752,-4.673,1.4158,0.040119,0.062805,0.32093,0.94417,1.8369,1.4952,-0.67631,-0.060289,-0.079771,0.0018409,1.4699,-0.36096,0.2636,0,0,0,0.07893,0.078912,0.078926,0.078914,-0.97413,-0.019087,0.37569,-0.65858,0.49617,-0.31299
21.62,-3.5568,-4.6581,1.4091,0.039818,0.062422,0.31877,0.94493,1.8515,1.4916,-0.67365,-0.060632,-0.080192,0.0018162,1.4602,-0.36113,0.26734,0,0,0,0.078948,0.07893,0.078944,0.078932,-0.98068,-0.014132,0.37255,-0.65292,0.49485,-0.31494
21.63,-3.5382,-4.6432,1.4023,0.039519,0.062034,0.31665,0.94569,1.8661,1.488,-0.67096,-0.060973,-0.080612,0.0017918,1.4503,-0.36124,0.27105,0,0,0,0.078966,0.078948,0.078962,0.07895,-0.98718,-0.0091907,0.36939,-0.64724,0.49349,-0.31685
21.64,-3.5195,-4.6283,1.3956,0.039219,0.061643,0.31455,0.94643,1.8805,1.4844,-0.66823,-0.061312,-0.08103,0.0017677,1.4404,-0.36131,0.27473,0,0,0,0.078983,0.078965,0.078979,0.078967,-0.99363,-0.0042627,0.36621,-0.64155,0.4921,-0.31873
21.65,-3.5006,-4.6135,1.389,0.038921,0.061248,0.31247,0.94715,1.8949,1.4808,-0.66546,-0.061649,-0.081446,0.0017438,1.4304,-0.36133,0.27837,0,0,0,0.079,0.078982,0.078996,0.078984,-1,0.00065121,0.36301,-0.63583,0.49067,-0.32056
21.66,-3.4816,-4.5987,1.3823,0.038623,0.060849,0.31042,0.94786,1.9091,1.4771,-0.66266,-0.061983,-0.081861,0.0017203,1.4204,-0.3613,0.28199,0,0,0,0.079017,0.078999,0.079013,0.079001,-1.0063,0.0055507,0.3598,-0.6301,0.48921,-0.32236
21.67,-3.4624,-4.5839,1.3757,0.038325,0.060446,0.3084,0.94856,1.9233,1.4735,-0.65983,-0.062314,-0.082273,0.0016969,1.4103,-0.36122,0.28557,0,0,0,0.079033,0.079016,0.079029,0.079018,-1.0126,0.010435,0.35657,-0.62435,0.48772,-0.32412
21.68,-3.4431,-4.5692,1.3691,0.038028,0.060039,0.3064,0.94925,1.9373,1.4699,-0.65695,-0.062644,-0.082683,0.0016739,1.4002,-0.36109,0.28912,0,0,0,0.07905,0.079032,0.079045,0.079034,-1.0188,0.015305,0.35332,-0.61858,0.48619,-0.32584
21.69,-3.4237,-4.5545,1.3626,0.037732,0.059629,0.30442,0.94992,1.9513,1.4663,-0.65404,-0.062971,-0.08309,0.0016511,1.3899,-0.36091,0.29263,0,0,0,0.079066,0.079048,0.079062,0.07905,-1.025,0.020159,0.35005,-0.6128,0.48463,-0.32752
21.7,-3.4041,-4.5399,1.3561,0.037436,0.059214,0.30247,0.95058,1.9651,1.4627,-0.6511,-0.063296,-0.083496,0.0016286,1.3797,-0.36069,0.29612,0,0,0,0.079081,0.079064,0.079077,0.079066,-1.0311,0.024997,0.34677,-0.607,0.48303,-0.32916
21.71,-3.3844,-4.5253,1.3496,0.037141,0.058797,0.30054,0.95123,1.9789,1.4591,-0.64812,-0.063618,-0.083899,0.0016064,1.3693,-0.36041,0.29957,0,0,0,0.079097,0.07908,0.079093,0.079082,-1.0371,0.02982,0.34347,-0.60118,0.4814,-0.33077
21.72,-3.3645,-4.5107,1.3431,0.036846,0.058375,0.29863,0.95187,1.9925,1.4555,-0.64511,-0.063938,-0.0843,0.0015844,1.3589,-0.36009,0.30299,0,0,0,0.079112,0.079095,0.079108,0.079097,-1.0431,0.034625,0.34015,-0.59535,0.47974,-0.33234
21.73,-3.3445,-4.4962,1.3367,0.036551,0.05795,0.29675,0.95249,2.006,1.4519,-0.64206,-0.064256,-0.084698,0.0015628,1.3485,-0.35972,0.30637,0,0,0,0.079127,0.07911,0.079123,0.079112,-1.049,0.039414,0.33682,-0.5895,0.47805,-0.33387
21.74,-3.3244,-4.4817,1.3303,0.036257,0.057522,0.29489,0.95311,2.0195,1.4483,-0.63898,-0.064572,-0.085093,0.0015413,1.3379,-0.3593,0.30972,0,0,0,0.079142,0.079125,0.079138,0.079127,-1.0549,0.044186,0.33347,-0.58364,0.47632,-0.33537
21.75,-3.3041,-4.4672,1.3239,0.035963,0.05709,0.29305,0.95371,2.0328,1.4447,-0.63587,-0.064885,-0.085486,0.0015202,1.3274,-0.35884,0.31304,0,0,0,0.079157,0.07914,0.079153,0.079142,-1.0607,0.048941,0.33011,-0.57776,0.47456,-0.33683
21.76,-3.2837,-4.4528,1.3175,0.03567,0.056654,0.29124,0.95431,2.046,1.4411,-0.63272,-0.065197,-0.085877,0.0014993,1.3167,-0.35832,0.31633,0,0,0,0.079171,0.079154,0.079167,0.079157,-1.0665,0.053677,0.32674,-0.57186,0.47277,-0.33825
21.77,-3.2632,-4.4384,1.3112,0.035377,0.056215,0.28945,0.95489,2.0591,1.4375,-0.62954,-0.065506,-0.086264,0.0014787,1.306,-0.35776,0.31958,0,0,0,0.079185,0.079169,0.079181,0.079171,-1.0721,0.058396,0.32335,-0.56595,0.47095,-0.33964
21.78,-3.2425,-4.424,1.3049,0.035084,0.055773,0.28768,0.95546,2.0721,1.434,-0.62633,-0.065812,-0.086649,0.0014583,1.2953,-0.35716,0.32279,0,0,0,0.079199,0.079183,0.079195,0.079185,-1.0778,0.063096,0.31994,-0.56002,0.4691,-0.34099
21.79,-3.2218,-4.4097,1.2987,0.034791,0.055327,0.28593,0.95602,2.085,1.4304,-0.62308,-0.066117,-0.087031,0.0014382,1.2845,-0.3565,0.32598,0,0,0,0.079213,0.079196,0.079209,0.079198,-1.0833,0.067778,0.31653,-0.55408,0.46721,-0.3423
21.8,-3.2008,-4.3954,1.2925,0.034499,0.054878,0.28421,0.95657,2.0978,1.4268,-0.61981,-0.066419,-0.08741,0.0014184,1.2736,-0.3558,0.32912,0,0,0,0.079226,0.07921,0.079222,0.079212,-1.0889,0.07244,0.3131,-0.54813,0.4653,-0.34358
21.81,-3.1798,-4.3812,1.2863,0.034208,0.054426,0.2825,0.95711,2.1105,1.4233,-0.6165,-0.066719,-0.087786,0.0013989,1.2627,-0.35505,0.33224,0,0,0,0.079239,0.079223,0.079235,0.079225,-1.0943,0.077084,0.30966,-0.54216,0.46335,-0.34482
21.82,-3.1586,-4.3669,1.2802,0.033916,0.053971,0.28082,0.95764,2.1231,1.4197,-0.61316,-0.067017,-0.088159,0.0013796,1.2517,-0.35426,0.33532,0,0,0,0.079252,0.079236,0.079248,0.079238,-1.0997,0.081707,0.3062,-0.53617,0.46137,-0.34603
21.83,-3.1373,-4.3528,1.274,0.033625,0.053512,0.27916,0.95816,2.1356,1.4162,-0.6098,-0.067313,-0.088528,0.0013606,1.2407,-0.35342,0.33836,0,0,0,0.079265,0.079249,0.079261,0.079251,-1.105,0.086311,0.30274,-0.53018,0.45936,-0.3472
21.84,-3.1159,-4.3386,1.268,0.033334,0.053051,0.27752,0.95867,2.1479,1.4127,-0.6064,-0.067607,-0.088895,0.0013418,1.2296,-0.35253,0.34137,0,0,0,0.079277,0.079262,0.079274,0.079264,-1.1103,0.090894,0.29926,-0.52417,0.45732,-0.34834
21.85,-3.0944,-4.3245,1.2619,0.033043,0.052586,0.2759,0.95918,2.1601,1.4092,-0.60297,-0.067898,-0.089258,0.0013233,1.2185,-0.3516,0.34435,0,0,0,0.07929,0.079274,0.079286,0.079276,-1.1155,0.095457,0.29577,-0.51814,0.45526,-0.34944
21.86,-3.0727,-4.3104,1.2559,0.032752,0.052118,0.27431,0.95967,2.1723,1.4056,-0.59951,-0.068188,-0.089619,0.0013051,1.2073,-0.35062,0.34729,0,0,0,0.079302,0.079286,0.079298,0.079288,-1.1207,0.099999,0.29227,-0.5121,0.45316,-0.35051
21.87,-3.0509,-4.2964,1.2499,0.032461,0.051647,0.27273,0.96015,2.1843,1.4021,-0.59602,-0.068475,-0.089975,0.0012871,1.1961,-0.3496,0.35019,0,0,0,0.079313,0.079298,0.07931,0.0793,-1.1258,0.10452,0.28876,-0.50605,0.45103,-0.35154
21.88,-3.029,-4.2824,1.244,0.032171,0.051174,0.27118,0.96063,2.1962,1.3986,-0.59251,-0.06876,-0.090329,0.0012694,1.1848,-0.34853,0.35306,0,0,0,0.079325,0.07931,0.079321,0.079312,-1.1308,0.10902,0.28524,-0.49999,0.44888,-0.35254
21.89,-3.007,-4.2684,1.2381,0.031881,0.050697,0.26964,0.9611,2.208,1.3952,-0.58896,-0.069043,-0.090679,0.0012519,1.1735,-0.34742,0.3559,0,0,0,0.079336,0.079321,0.079333,0.079323,-1.1358,0.1135,0.28171,-0.49392,0.44669,-0.3535
21.9,-2.9849,-4.2545,1.2322,0.031591,0.050217,0.26812,0.96156,2.2197,1.3917,-0.58539,-0.069324,-0.091026,0.0012347,1.1621,-0.34626,0.3587,0,0,0,0.079347,0.079333,0.079344,0.079334,-1.1407,0.11795,0.27817,-0.48783,0.44448,-0.35443
21.91,-2.9626,-4.2406,1.2264,0.031301,0.049735,0.26663,0.96201,2.2312,1.3882,-0.58179,-0.069603,-0.091369,0.0012178,1.1507,-0.34506,0.36146,0,0,0,0.079358,0.079344,0.079355,0.079345,-1.1455,0.12239,0.27462,-0.48173,0.44223,-0.35533
21.92,-2.9402,-4.2267,1.2206,0.031011,0.04925,0.26515,0.96245,2.2427,1.3848,-0.57816,-0.06988,-0.091708,0.0012011,1.1392,-0.34382,0.36419,0,0,0,0.079369,0.079354,0.079366,0.079356,-1.1503,0.1268,0.27106,-0.47562,0.43996,-0.35619
21.93,-2.9178,-4.2129,1.2148,0.030721,0.048762,0.2637,0.96288,2.254,1.3814,-0.5745,-0.070154,-0.092044,0.0011847,1.1277,-0.34253,0.36688,0,0,0,0.079379,0.079365,0.079376,0.079367,-1.155,0.13119,0.2675,-0.46949,0.43766,-0.35702
21.94,-2.8952,-4.1991,1.2091,0.030431,0.048271,0.26226,0.96331,2.2652,1.3779,-0.57082,-0.070427,-0.092376,0.0011685,1.1161,-0.34119,0.36954,0,0,0,0.07939,0.079375,0.079386,0.079377,-1.1597,0.13555,0.26392,-0.46336,0.43534,-0.35781
21.95,-2.8725,-4.1853,1.2034,0.030142,0.047777,0.26085,0.96373,2.2763,1.3745,-0.56711,-0.070697,-0.092705,0.0011526,1.1045,-0.33981,0.37216,0,0,0,0.0794,0.079385,0.079396,0.079387,-1.1643,0.13989,0.26034,-0.45721,0.43298,-0.35857
21.96,-2.8496,-4.1716,1.1977,0.029852,0.047281,0.25945,0.96414,2.2873,1.3712,-0.56338,-0.070966,-0.09303,0.0011369,1.0928,-0.33839,0.37475,0,0,0,0.079409,0.079395,0.079406,0.079397,-1.1688,0.14421,0.25675,-0.45106,0.4306,-0.3593
21.97,-2.8267,-4.1579,1.1921,0.029562,0.046783,0.25807,0.96454,2.2982,1.3678,-0.55962,-0.071232,-0.093351,0.0011215,1.0811,-0.33693,0.37729,0,0,0,0.079419,0.079405,0.079416,0.079407,-1.1733,0.1485,0.25315,-0.44489,0.42819,-0.36
21.98,-2.8037,-4.1442,1.1865,0.029273,0.046281,0.25671,0.96494,2.3089,1.3644,-0.55583,-0.071496,-0.093668,0.0011063,1.0693,-0.33542,0.37981,0,0,0,0.079428,0.079414,0.079425,0.079416,-1.1777,0.15277,0.24955,-0.43871,0.42576,-0.36066
21.99,-2.7805,-4.1306,1.181,0.028983,0.045777,0.25537,0.96532,2.3196,1.3611,-0.55202,-0.071758,-0.093981,0.0010914,1.0575,-0.33388,0.38229,0,0,0,0.079437,0.079424,0.079434,0.079425,-1.1821,0.15702,0.24594,-0.43252,0.42329,-0.36129
22,-2.7573,-4.117,1.1755,0.028694,0.045271,0.25405,0.96571,2.3301,1.3577,-0.54819,-0.072019,-0.094291,0.0010767,1.0457,-0.33228,0.38473,0,0,0,0.079446,0.079433,0.079443,0.079435,-1.1864,0.16124,0.24233,-0.42633,0.42081,-0.36189
22.01,-2.7339,-4.1035,1.17,0.028404,0.044762,0.25274,0.96608,2.3405,1.3544,-0.54433,-0.072277,-0.094596,0.0010623,1.0338,-0.33065,0.38713,0,0,0,0.079455,0.079442,0.079452,0.079443,-1.1906,0.16544,0.2387,-0.42012,0.41829,-0.36246
22.02,-2.7105,-4.0899,1.1646,0.028114,0.044251,0.25146,0.96645,2.3508,1.3511,-0.54045,-0.072533,-0.094898,0.0010481,1.0219,-0.32898,0.3895,0,0,0,0.079463,0.07945,0.079461,0.079452,-1.1948,0.16961,0.23508,-0.4139,0.41575,-0.36299
22.03,-2.6869,-4.0764,1.1592,0.027824,0.043737,0.25019,0.96681,2.3609,1.3478,-0.53654,-0.072787,-0.095195,0.0010342,1.0099,-0.32726,0.39183,0,0,0,0.079472,0.079459,0.079469,0.07946,-1.1989,0.17375,0.23144,-0.40767,0.41318,-0.36349
22.04,-2.6633,-4.063,1.1539,0.027535,0.043221,0.24894,0.96716,2.371,1.3446,-0.53261,-0.073039,-0.095488,0.0010205,0.99789,-0.3255,0.39413,0,0,0,0.07948,0.079467,0.079477,0.079469,-1.2029,0.17787,0.22781,-0.40144,0.41059,-0.36396
22.05,-2.6395,-4.0496,1.1486,0.027245,0.042702,0.24771,0.96751,2.3809,1.3413,-0.52866,-0.073289,-0.095778,0.001007,0.98584,-0.3237,0.39639,0,0,0,0.079488,0.079475,0.079485,0.079477,-1.2069,0.18196,0.22417,-0.39519,0.40797,-0.3644
22.06,-2.6156,-4.0362,1.1433,0.026955,0.042182,0.2465,0.96785,2.3907,1.3381,-0.52468,-0.073537,-0.096063,0.00099384,0.97376,-0.32186,0.39861,0,0,0,0.079495,0.079483,0.079493,0.079484,-1.2108,0.18603,0.22052,-0.38894,0.40533,-0.36481
22.07,-2.5917,-4.0228,1.1381,0.026664,0.041659,0.2453,0.96818,2.4004,1.3349,-0.52068,-0.073783,-0.096344,0.00098086,0.96163,-0.31998,0.4008,0,0,0,0.079503,0.07949,0.0795,0.079492,-1.2147,0.19007,0.21687,-0.38267,0.40266,-0.36519
22.08,-2.5676,-4.0095,1.1329,0.026374,0.041133,0.24412,0.96851,2.4099,1.3317,-0.51667,-0.074026,-0.09662,0.00096813,0.94946,-0.31806,0.40295,0,0,0,0.07951,0.079498,0.079507,0.079499,-1.2185,0.19408,0.21322,-0.3764,0.39997,-0.36553
22.09,-2.5435,-3.9962,1.1277,0.026084,0.040606,0.24296,0.96883,2.4193,1.3285,-0.51263,-0.074268,-0.096893,0.00095563,0.93726,-0.3161,0.40506,0,0,0,0.079517,0.079505,0.079515,0.079506,-1.2222,0.19807,0.20956,-0.37012,0.39725,-0.36585
22.1,-2.5193,-3.9829,1.1226,0.025793,0.040076,0.24182,0.96915,2.4287,1.3254,-0.50856,-0.074508,-0.097161,0.00094336,0.92502,-0.3141,0.40714,0,0,0,0.079524,0.079512,0.079522,0.079513,-1.2259,0.20203,0.2059,-0.36384,0.39451,-0.36613
22.11,-2.4949,-3.9696,1.1176,0.025503,0.039545,0.24069,0.96946,2.4378,1.3223,-0.50448,-0.074746,-0.097424,0.00093133,0.91274,-0.31206,0.40918,0,0,0,0.079531,0.079519,0.079528,0.07952,-1.2295,0.20596,0.20224,-0.35754,0.39175,-0.36639
22.12,-2.4705,-3.9564,1.1126,0.025212,0.039011,0.23958,0.96976,2.4469,1.3191,-0.50038,-0.074982,-0.097684,0.00091953,0.90043,-0.30998,0.41119,0,0,0,0.079537,0.079525,0.079535,0.079527,-1.233,0.20986,0.19857,-0.35124,0.38896,-0.36661
22.13,-2.446,-3.9433,1.1076,0.024921,0.038475,0.23849,0.97006,2.4559,1.3161,-0.49626,-0.075215,-0.097939,0.00090796,0.88808,-0.30786,0.41315,0,0,0,0.079543,0.079532,0.079541,0.079533,-1.2365,0.21374,0.1949,-0.34493,0.38615,-0.36681
22.14,-2.4214,-3.9301,1.1026,0.024629,0.037937,0.23741,0.97036,2.4647,1.313,-0.49212,-0.075447,-0.098189,0.00089662,0.8757,-0.3057,0.41508,0,0,0,0.079549,0.079538,0.079547,0.079539,-1.2399,0.21759,0.19123,-0.33862,0.38332,-0.36697
22.15,-2.3967,-3.917,1.0977,0.024338,0.037398,0.23635,0.97064,2.4734,1.3099,-0.48796,-0.075677,-0.098435,0.00088551,0.86328,-0.30351,0.41698,0,0,0,0.079555,0.079544,0.079553,0.079545,-1.2433,0.2214,0.18756,-0.33229,0.38046,-0.3671
22.16,-2.3719,-3.9039,1.0929,0.024046,0.036856,0.23531,0.97092,2.4819,1.3069,-0.48378,-0.075905,-0.098677,0.00087462,0.85083,-0.30128,0.41884,0,0,0,0.079561,0.07955,0.079559,0.079551,-1.2466,0.22519,0.18389,-0.32597,0.37758,-0.36721
22.17,-2.347,-3.8909,1.0881,0.023755,0.036312,0.23428,0.9712,2.4904,1.3039,-0.47958,-0.07613,-0.098914,0.00086395,0.83835,-0.29901,0.42066,0,0,0,0.079567,0.079556,0.079564,0.079557,-1.2498,0.22896,0.18022,-0.31963,0.37467,-0.36728
