t,p_x,p_y,p_z,q_w,q_x,q_y,q_z,v_x,v_y,v_z,w_x,w_y,w_z,a_lin_x,a_lin_y,a_lin_z,a_rot_x,a_rot_y,a_rot_z,u_1,u_2,u_3,u_4,jerk_x,jerk_y,jerk_z,snap_x,snap_y,snap_z
0,-5,4.5,1.2,-0,0,-0.70826,0.70595,0,0,0,0,0,0,0,0,0,0,0,0,0.10618,4.0616,4.0746,0.093232,0,0,0,-0.022656,-8255.5,13049
0.01,-5,4.5,1.2,0.012977,0.012887,-0.7084,0.70557,-5.2938e-06,-0.0012931,0.0019752,0.03024,6.6266,0.0003729,-0.0020881,-0.37986,0.57326,0,0,0,1.1479,3.2642,3.2283,1.1884,-0.61188,-72.792,107.06,-116.62,-6346.7,8495.4
0.02,-5,4.5,1.2001,0.0419,0.041289,-0.70856,0.70319,-8.0087e-05,-0.0097171,0.01431,0.098885,8.9693,0.0039564,-0.015564,-1.3965,2.0024,0,0,0,2.3446,2.6989,2.6592,2.405,-2.2225,-127.78,172.45,-200.24,-4692.4,4704.4
0.03,-5,4.4998,1.2003,0.074022,0.072306,-0.70695,0.69965,-0.00038281,-0.030791,0.043603,0.17693,8.7047,0.012489,-0.048812,-2.8844,3.9079,0,0,0,3.1466,2.7914,2.7635,3.2108,-4.5161,-167.43,203.51,-253.66,-3275.6,1619.7
0.04,-5,4.4993,1.201,0.1037,0.10028,-0.7039,0.69549,-0.0011404,-0.0685,0.093018,0.25178,7.7051,0.024601,-0.1072,-4.7016,5.9808,0,0,0,3.7109,3.2675,3.2518,3.7717,-7.2045,-194.03,207.01,-279.68,-2079.3,-814.95
0.05,-5,4.4983,1.2023,0.13008,0.12432,-0.6998,0.69131,-0.0026196,-0.12552,0.16296,0.32272,6.7973,0.038482,-0.19335,-6.7285,7.9771,0,0,0,4.1931,3.8639,3.8564,4.2493,-10.028,-209.7,189.19,-281.08,-1086.7,-2656
0.06,-5.0001,4.4967,1.2043,0.15401,0.14522,-0.69474,0.68741,-0.0051007,-0.20344,0.25168,0.39375,6.1893,0.053002,-0.30742,-8.8656,9.7123,0,0,0,4.6363,4.4509,4.448,4.6889,-12.753,-216.39,155.68,-260.65,-280.82,-3959.7
0.07,-5.0001,4.4942,1.2074,0.17662,0.16396,-0.68857,0.68395,-0.0088546,-0.30293,0.35589,0.47072,5.8758,0.067507,-0.4474,-11.032,11.056,0,0,0,5.0335,4.9738,4.9725,5.0835,-15.177,-215.88,111.59,-221.17,355.36,-4782.5
0.08,-5.0002,4.4906,1.2115,0.19898,0.18134,-0.68095,0.68105,-0.014122,-0.42397,0.47121,0.56121,5.8036,0.081436,-0.60937,-13.165,11.924,0,0,0,5.3686,5.4097,5.4076,5.4164,-17.123,-209.79,61.448,-165.44,838.76,-5180.7
0.09,-5.0004,4.4856,1.2168,0.222,0.19785,-0.67125,0.67896,-0.021097,-0.56595,0.59265,0.67666,5.9178,0.094006,-0.78776,-15.214,12.278,0,0,0,5.6317,5.7511,5.7454,5.6766,-18.441,-199.56,9.2088,-96.249,1186.3,-5210.6
0.1,-5.0007,4.4792,1.2233,0.24661,0.21355,-0.65841,0.67829,-0.029909,-0.72786,0.71503,0.83778,6.1676,0.10396,-0.97569,-17.146,12.113,0,0,0,5.822,5.9988,5.9863,5.862,-19.012,-186.46,-41.723,-16.378,1415,-4928.5
0.11,-5.001,4.471,1.2311,0.27402,0.22768,-0.64016,0.68064,-0.040616,-0.9084,0.83326,1.0903,6.4977,0.1093,-1.1652,-18.938,11.457,0,0,0,5.9477,6.1602,6.136,5.9792,-18.742,-171.6,-88.51,71.383,1541.8,-4391
0.12,-5.0015,4.461,1.24,0.30677,0.23717,-0.61024,0.69083,-0.053189,-1.1061,0.9427,1.5647,6.8208,0.10706,-1.3475,-20.575,10.364,0,0,0,6.024,6.2474,6.204,6.0426,-17.567,-155.91,-128.88,164.24,1583.5,-3654.1
0.13,-5.0021,4.4488,1.2499,0.35445,0.22655,-0.53977,0.72917,-0.067512,-1.3194,1.0393,2.8239,6.8303,0.093159,-1.5134,-22.055,8.9066,0,0,0,6.0683,6.2778,6.1986,6.0747,-15.45,-140.15,-161.12,259.42,1557.2,-2774.4
0.14,-5.0028,4.4345,1.2607,0.45461,-0.0019415,-0.059034,0.88873,-0.083371,-1.5467,1.1199,7.6872,0.3552,0.062379,-1.6533,-23.38,7.1725,0,0,0,6.1094,6.2611,6.0826,6.1479,-12.381,-124.93,-184.08,354.12,1479.8,-1808.2
0.15,-5.0038,4.4179,1.2722,0.39057,-0.29409,0.47364,0.73255,-0.10046,-1.7865,1.1822,2.6821,-7.3607,0.0088369,-1.7579,-24.557,5.2579,0,0,0,6.1589,6.2217,6.0502,6.103,-8.3783,-110.67,-197.18,445.55,1368.3,-811.79
0.16,-5.0049,4.3988,1.2843,0.38516,-0.35321,0.53028,0.66761,-0.11838,-2.0374,1.2248,1.3309,-7.625,-0.073107,-1.8179,-25.598,3.2619,0,0,0,6.1138,6.2915,6.0663,6.0068,-3.4897,-97.622,-200.4,530.93,1239.6,158.47
0.17,-5.0061,4.3771,1.2967,0.39448,-0.38971,0.54281,0.63077,-0.13664,-2.298,1.2475,0.87604,-7.3232,-0.18749,-1.825,-26.514,1.2811,0,0,0,6.0681,6.3937,6.093,5.9226,2.2109,-85.878,-194.29,607.47,1110.6,1046.2
0.18,-5.0076,4.3528,1.3092,0.40588,-0.41932,0.54572,0.60135,-0.15468,-2.5673,1.2508,0.68281,-6.7099,-0.33535,-1.7714,-27.319,-0.59629,0,0,0,6.0427,6.5119,6.1299,5.8672,8.621,-75.353,-179.94,672.39,998.36,1795.2
0.19,-5.0092,4.3257,1.3216,0.41562,-0.44501,0.54689,0.57458,-0.17185,-2.8441,1.2361,0.6141,-5.867,-0.51392,-1.6506,-28.024,-2.2956,0,0,0,6.0458,6.6315,6.1726,5.8514,15.613,-65.813,-158.98,723.77,914.52,2367.6
0.2,-5.011,4.2959,1.3338,0.42174,-0.46793,0.54973,0.54861,-0.18745,-3.1275,1.2056,0.62741,-4.878,-0.71737,-1.4576,-28.638,-3.7596,0,0,0,6.075,6.7428,6.2175,5.8745,23.052,-56.972,-133.15,761.92,857.97,2772.2
0.21,-5.013,4.2631,1.3457,0.42266,-0.48914,0.5565,0.52193,-0.20074,-3.4166,1.1619,0.71071,-3.826,-0.93808,-1.1885,-29.165,-4.9477,0,0,0,6.1221,6.8393,6.2607,5.9304,30.809,-48.573,-104.04,787.45,825.57,3024.5
0.22,-5.015,4.2275,1.3571,0.41643,-0.51003,0.56924,0.49236,-0.21096,-3.7105,1.1077,0.86747,-2.7902,-1.1677,-0.84077,-29.61,-5.8344,0,0,0,6.1776,6.9177,6.2979,6.0108,38.761,-40.391,-73.112,801,814.17,3140.3
0.23,-5.0172,4.1889,1.3678,0.39991,-0.53268,0.59025,0.45599,-0.21729,-4.0085,1.0462,1.1134,-1.852,-1.3981,-0.41303,-29.973,-6.4081,0,0,0,6.2335,6.976,6.3239,6.1095,46.791,-32.23,-41.64,803.19,820.65,3135.2
0.24,-5.0194,4.1473,1.378,0.36731,-0.55992,0.62226,0.40542,-0.21895,-4.3097,0.98057,1.4739,-1.1187,-1.6219,0.094948,-30.254,-6.6692,0,0,0,6.2857,7.0124,6.3316,6.2243,54.789,-23.929,-10.757,794.66,841.86,3025.1
0.25,-5.0215,4.1027,1.3874,0.30813,-0.59428,0.66701,0.32709,-0.21513,-4.6133,0.91384,1.9603,-0.76993,-1.8329,0.68231,-30.451,-6.6285,0,0,0,6.3384,7.0215,6.3129,6.3575,62.651,-15.354,18.563,776.02,874.68,2825.5
0.26,-5.0236,4.0551,1.3962,0.20938,-0.63191,0.718,0.20329,-0.20505,-4.9184,0.84894,2.461,-1.0753,-2.0261,1.3472,-30.56,-6.3059,0,0,0,6.4085,6.9881,6.2688,6.5055,70.278,-6.4067,45.506,747.92,915.96,2552.1
0.27,-5.0256,4.0044,1.4044,0.079824,-0.65397,0.75123,0.040093,-0.18794,-5.2242,0.78857,2.6182,-2.0864,-2.1981,2.0868,-30.578,-5.7285,0,0,0,6.509,6.9044,6.2347,6.6328,77.58,2.9827,69.412,710.97,962.56,2220.7
0.28,-5.0274,3.9506,1.412,0.033311,0.64829,-0.75256,0.1107,-0.16307,-5.5296,0.73511,2.2872,-3.2618,-2.3468,2.8974,-30.499,-4.9294,0,0,0,6.6051,6.8117,6.2531,6.6987,84.47,12.852,89.779,665.8,1011.4,1847
0.29,-5.0288,3.8938,1.4192,0.10312,0.62863,-0.73943,0.2178,-0.12977,-5.8338,0.6906,1.7881,-4.1815,-2.4716,3.7746,-30.319,-3.9459,0,0,0,6.6628,6.7511,6.3103,6.7193,90.871,23.207,106.26,613.05,1059.2,1446.6
0.3,-5.0299,3.8339,1.4259,0.13829,0.60733,-0.72665,0.28984,-0.087377,-6.1357,0.65668,1.3291,-4.841,-2.5732,4.7129,-30.033,-2.8178,0,0,0,6.6891,6.7221,6.3798,6.7236,96.708,34.022,118.67,553.34,1103,1035.2
0.31,-5.0306,3.7711,1.4323,0.15204,0.58778,-0.71779,0.34085,-0.035323,-6.4341,0.63459,0.93899,-5.3122,-2.6534,5.7066,-29.637,-1.5861,0,0,0,6.6999,6.7141,6.4499,6.7249,101.92,45.242,126.98,487.3,1139.5,628.62
0.32,-5.0306,3.7052,1.4386,0.15274,0.57012,-0.71246,0.37952,0.026917,-6.728,0.62517,0.60137,-5.6421,-2.7149,6.749,-29.127,-0.29138,0,0,0,6.7061,6.7192,6.5164,6.7282,106.44,56.778,131.32,415.55,1165.7,242.45
0.33,-5.03,3.6365,1.4449,0.14517,0.55393,-0.70959,0.41056,0.099795,-7.0163,0.62884,0.29968,-5.8612,-2.7608,7.8328,-28.501,1.0279,0,0,0,6.7133,6.7326,6.5771,6.7357,110.21,68.511,131.95,338.73,1178.4,-107.6
0.34,-5.0286,3.5649,1.4512,0.13209,0.53885,-0.70827,0.43652,0.18369,-7.2977,0.64569,0.024124,-5.9942,-2.7942,8.9505,-27.757,2.3368,0,0,0,6.7236,6.7505,6.6306,6.748,113.19,80.29,129.33,257.49,1174.8,-407.43
0.35,-5.0263,3.4906,1.4578,0.11521,0.5246,-0.70778,0.45888,0.27889,-7.571,0.67544,-0.23016,-6.0634,-2.8179,10.094,-26.895,3.6054,0,0,0,6.737,6.7705,6.6764,6.7644,115.35,91.953,123.98,172.65,1155.1,-655.12
0.36,-5.023,3.4136,1.4648,0.095611,0.51103,-0.70761,0.47853,0.38562,-7.8352,0.71758,-0.46605,-6.0872,-2.8342,11.255,-25.919,4.8089,0,0,0,6.7527,6.7906,6.7145,6.7831,116.64,103.34,116.39,85.142,1120.7,-854.29
0.37,-5.0185,3.3339,1.4722,0.074047,0.498,-0.70742,0.49605,0.50401,-8.089,0.77134,-0.68519,-6.0811,-2.8454,12.424,-24.83,5.9274,0,0,0,6.7692,6.8093,6.7449,6.8026,117.05,114.32,107.04,-4.1268,1073,-1008.6
0.38,-5.0128,3.2518,1.4803,0.051024,0.48543,-0.70695,0.51184,0.6341,-8.3314,0.83579,-0.88833,-6.0571,-2.8529,13.593,-23.634,6.9453,0,0,0,6.7847,6.8254,6.7678,6.8215,116.55,124.77,96.357,-94.238,1013.5,-1121.7
0.39,-5.0058,3.1673,1.489,0.026907,0.47324,-0.70602,0.52617,0.77583,-8.5614,0.90987,-1.0756,-6.0245,-2.8579,14.752,-22.337,7.8514,0,0,0,6.7977,6.8382,6.7834,6.8385,115.16,134.56,84.732,-184.28,943.63,-1197.3
0.4,-4.9973,3.0806,1.4985,0.0019621,0.46135,-0.7045,0.53929,0.92907,-8.7778,0.99242,-1.2466,-5.9896,-2.8613,15.893,-20.945,8.638,0,0,0,6.807,6.8473,6.7921,6.8529,112.87,143.61,72.525,-273.33,864.75,-1238.9
0.41,-4.9872,2.9918,1.5088,-0.023604,0.4497,-0.70229,0.55136,1.0936,-8.98,1.0822,-1.4006,-5.9566,-2.8635,17.006,-19.467,9.301,0,0,0,6.8117,6.8526,6.7947,6.8642,109.7,151.83,60.054,-360.47,778.35,-1250.4
0.42,-4.9754,2.9011,1.5201,-0.049625,0.43822,-0.69932,0.56254,1.2691,-9.1669,1.178,-1.5367,-5.9274,-2.8646,18.084,-17.912,9.8392,0,0,0,6.8114,6.8544,6.7919,6.8722,105.67,159.15,47.606,-444.79,685.85,-1235.2
0.43,-4.9618,2.8085,1.5324,-0.075955,0.42682,-0.69555,0.57294,1.4551,-9.338,1.2786,-1.6537,-5.9021,-2.8645,19.117,-16.287,10.254,0,0,0,6.8062,6.8533,6.7849,6.8772,100.82,165.53,35.426,-525.38,588.68,-1197.1
0.44,-4.9462,2.7144,1.5457,-0.10246,0.41546,-0.69093,0.58267,1.6512,-9.4925,1.3827,-1.7504,-5.8799,-2.8629,20.098,-14.604,10.549,0,0,0,6.7963,6.8499,6.7747,6.8794,95.179,170.92,23.727,-601.31,488.3,-1139.8
0.45,-4.9287,2.6188,1.5601,-0.12901,0.40408,-0.68544,0.59182,1.8569,-9.6299,1.4892,-1.8257,-5.8586,-2.8597,21.018,-12.873,10.731,0,0,0,6.7826,6.845,6.7626,6.8794,88.809,175.29,12.683,-671.68,386.12,-1066.8
0.46,-4.9091,2.5218,1.5755,-0.15548,0.39262,-0.67907,0.60046,2.0714,-9.7498,1.597,-1.8789,-5.8359,-2.8543,21.872,-11.102,10.806,0,0,0,6.766,6.8395,6.7497,6.8778,81.767,178.64,2.4318,-735.55,283.58,-981.82
0.47,-4.8873,2.4238,1.592,-0.18172,0.38105,-0.67181,0.60864,2.2941,-9.8518,1.705,-1.9095,-5.8089,-2.8466,22.652,-9.3031,10.782,0,0,0,6.7476,6.8342,6.737,6.8752,74.123,180.97,-6.9255,-792.03,182.12,-888.56
0.48,-4.8632,2.3249,1.6096,-0.20762,0.36935,-0.6637,0.61642,2.5242,-9.9358,1.8123,-1.9176,-5.7752,-2.8364,23.352,-7.486,10.67,0,0,0,6.7287,6.8297,6.7254,6.872,65.955,182.29,-15.324,-840.19,83.181,-790.64
0.49,-4.8368,2.2252,1.6283,-0.23303,0.3575,-0.65476,0.62384,2.7608,-10.002,1.9181,-1.904,-5.7328,-2.8237,23.969,-5.6606,10.479,0,0,0,6.7105,6.8264,6.7155,6.8687,57.35,182.64,-22.735,-879.12,-11.814,-691.71
0.5,-4.8079,2.1249,1.648,-0.25785,0.3455,-0.64504,0.63093,3.0032,-10.049,2.0217,-1.8704,-5.6805,-2.8087,24.498,-3.8363,10.219,0,0,0,6.6942,6.8247,6.7077,6.8656,48.406,182.07,-29.167,-907.9,-101.43,-595.44
0.51,-4.7767,2.0242,1.6687,-0.28195,0.33336,-0.63459,0.63771,3.2505,-10.078,2.1223,-1.8193,-5.6178,-2.7919,24.936,-2.022,9.899,0,0,0,6.6808,6.8245,6.7021,6.8625,39.229,180.64,-34.665,-925.61,-184.22,-505.48
0.52,-4.7429,1.9234,1.6904,-0.30524,0.32108,-0.62349,0.6442,3.5017,-10.09,2.2195,-1.754,-5.5454,-2.774,25.282,-0.22617,9.5284,0,0,0,6.6708,6.8255,6.6988,6.8596,29.933,178.41,-39.308,-931.59,-259,-424.9
0.53,-4.7066,1.8225,1.7131,-0.32767,0.3087,-0.61179,0.65042,3.7558,-10.083,2.3127,-1.6786,-5.4645,-2.7557,25.535,1.5439,9.1153,0,0,0,6.6644,6.8276,6.6974,6.857,20.634,175.48,-43.195,-926.35,-325.77,-354
0.54,-4.6678,1.7218,1.7366,-0.34918,0.29625,-0.59958,0.65637,4.0121,-10.059,2.4017,-1.5964,-5.3766,-2.7375,25.695,3.2814,8.6668,0,0,0,6.6611,6.8304,6.6977,6.8547,11.44,171.92,-46.419,-910.8,-384.89,-292.18
0.55,-4.6264,1.6214,1.7611,-0.36975,0.28374,-0.58691,0.66205,4.2694,-10.017,2.486,-1.5107,-5.2835,-2.72,25.765,4.9805,8.1889,0,0,0,6.6605,6.8336,6.6995,6.8527,2.4499,167.81,-49.067,-885.81,-436.72,-238.88
0.56,-4.5824,1.5215,1.7863,-0.38937,0.27121,-0.57386,0.66747,4.5271,-9.9593,2.5654,-1.4243,-5.1864,-2.7034,25.745,6.636,7.6871,0,0,0,6.662,6.8368,6.7024,6.8509,-6.2473,163.21,-51.223,-852.28,-481.62,-193.5
0.57,-4.5358,1.4223,1.8124,-0.40805,0.2587,-0.56048,0.67263,4.7841,-9.8848,2.6396,-1.3396,-5.0869,-2.6879,25.641,8.2434,7.1658,0,0,0,6.6649,6.8396,6.7062,6.8492,-14.57,158.2,-52.961,-811.1,-519.95,-155.47
0.58,-4.4867,1.3238,1.8391,-0.42581,0.24623,-0.54683,0.67752,5.0396,-9.7946,2.7086,-1.2587,-4.9857,-2.6734,25.455,9.7988,6.629,0,0,0,6.6686,6.8416,6.7107,6.8475,-22.447,152.83,-54.354,-763.16,-552.09,-124.2
0.59,-4.4351,1.2264,1.8665,-0.44269,0.23384,-0.53295,0.68214,5.2929,-9.6891,2.7722,-1.1836,-4.8838,-2.6596,25.194,11.299,6.0797,0,0,0,6.6728,6.8427,6.7158,6.8457,-29.814,147.18,-55.466,-709.35,-578.38,-99.126
0.6,-4.3809,1.1301,1.8945,-0.45871,0.22155,-0.51889,0.68648,5.5432,-9.5688,2.8302,-1.1158,-4.7815,-2.6461,24.861,12.742,5.5204,0,0,0,6.6768,6.8426,6.7214,6.8439,-36.617,141.28,-56.356,-650.56,-599.19,-79.657
0.61,-4.3242,1.0351,1.9231,-0.47392,0.2094,-0.50468,0.69054,5.7899,-9.4344,2.8826,-1.0566,-4.6789,-2.6324,24.463,14.124,4.9531,0,0,0,6.6804,6.8412,6.7274,6.8419,-42.811,135.21,-57.076,-587.69,-614.89,-65.215
0.62,-4.2651,0.94147,1.9522,-0.48838,0.19743,-0.49037,0.6943,6.0323,-9.2865,2.9292,-1.0071,-4.5758,-2.6179,24.007,15.445,4.3793,0,0,0,6.6833,6.8384,6.7338,6.8398,-48.36,129,-57.675,-521.62,-625.83,-55.219
0.63,-4.2036,0.8494,1.9817,-0.50212,0.18567,-0.47597,0.69775,6.2699,-9.1257,2.9701,-0.9681,-4.472,-2.6017,23.498,16.704,3.7999,0,0,0,6.6853,6.8343,6.7407,6.8376,-53.236,122.71,-58.193,-453.24,-632.38,-49.089
0.64,-4.1397,0.759,2.0116,-0.51521,0.17416,-0.46152,0.70088,6.5021,-8.9527,3.0052,-0.94027,-4.3668,-2.583,22.945,17.899,3.2156,0,0,0,6.6865,6.8289,6.7482,6.8356,-57.42,116.37,-58.667,-383.45,-634.9,-46.245
0.65,-4.0736,0.67039,2.0418,-0.52769,0.16295,-0.44704,0.70367,6.7286,-8.768,3.0344,-0.92394,-4.2597,-2.5611,22.352,19.031,2.6266,0,0,0,6.6867,6.8223,6.7562,6.8337,-60.903,110.02,-59.127,-313.14,-633.75,-46.107
0.66,-4.0052,0.58368,2.0722,-0.53962,0.15207,-0.43256,0.7061,6.9491,-8.5722,3.0577,-0.91928,-4.15,-2.5352,21.729,20.1,2.033,0,0,0,6.6861,6.8148,6.7648,6.8322,-63.684,103.71,-59.597,-243.19,-629.29,-48.093
0.67,-3.9346,0.49898,2.1029,-0.55104,0.14157,-0.41811,0.70816,7.1631,-8.3662,3.0751,-0.92617,-4.037,-2.5044,21.081,21.106,1.4346,0,0,0,6.6849,6.8065,6.774,6.8311,-65.771,97.447,-60.094,-174.5,-621.89,-51.624
0.68,-3.8619,0.41639,2.1337,-0.56201,0.13149,-0.40372,0.70984,7.3706,-8.1503,3.0864,-0.94428,-3.9201,-2.4681,20.416,22.049,0.83097,0,0,0,6.6831,6.7977,6.7838,6.8305,-67.182,91.276,-60.632,-107.96,-611.9,-56.119
0.69,-3.7872,0.336,2.1646,-0.57257,0.12188,-0.3894,0.7111,7.5714,-7.9254,3.0917,-0.97302,-3.7989,-2.4257,19.74,22.931,0.22176,0,0,0,6.6811,6.7888,6.7942,6.8305,-67.941,85.216,-61.218,-44.452,-599.7,-60.999
0.7,-3.7105,0.25791,2.1955,-0.58278,0.11278,-0.3752,0.71195,7.7654,-7.6919,3.0908,-1.0115,-3.673,-2.3769,19.059,23.754,-0.39355,0,0,0,6.6789,6.7799,6.8048,6.8311,-68.084,79.288,-61.852,15.123,-585.64,-65.682
0.71,-3.6319,0.18219,2.2264,-0.59266,0.10423,-0.36113,0.71237,7.9526,-7.4505,3.0838,-1.0587,-3.5423,-2.3215,18.38,24.518,-1.0154,0,0,0,6.677,6.7715,6.8157,6.8323,-67.654,73.508,-62.529,69.879,-570.08,-69.589
0.72,-3.5515,0.10892,2.2572,-0.60227,0.096265,-0.34724,0.71234,8.133,-7.2017,3.0705,-1.1132,-3.4069,-2.2596,17.708,25.225,-1.6442,0,0,0,6.6753,6.7637,6.8264,6.8342,-66.705,67.89,-63.239,118.92,-553.39,-72.139
0.73,-3.4693,0.038177,2.2878,-0.61162,0.088912,-0.33355,0.71187,8.3068,-6.9462,3.0509,-1.1734,-3.2672,-2.1913,17.047,25.876,-2.2803,0,0,0,6.6743,6.7569,6.8368,6.8365,-65.298,62.443,-63.965,161.39,-535.91,-72.763
0.74,-3.3854,-0.029981,2.3182,-0.62076,0.082194,-0.32009,0.71094,8.474,-6.6844,3.0249,-1.2376,-3.1238,-2.1174,16.403,26.474,-2.9235,0,0,0,6.674,6.7513,6.8464,6.8392,-63.5,57.174,-64.687,197.02,-517.86,-71.18
0.75,-3.2998,-0.095492,2.3483,-0.6297,0.076122,-0.30691,0.70957,8.6349,-6.4169,2.9924,-1.3039,-2.9774,-2.0385,15.778,27.02,-3.5739,0,0,0,6.6745,6.7469,6.8552,6.8422,-61.379,52.088,-65.382,226.17,-499.24,-67.413
0.76,-3.2127,-0.1583,2.378,-0.63847,0.070703,-0.29401,0.70775,8.7897,-6.1442,2.9534,-1.3708,-2.8291,-1.9553,15.176,27.516,-4.231,0,0,0,6.6757,6.7436,6.8631,6.8452,-58.997,47.191,-66.028,249.27,-480.07,-61.503
0.77,-3.124,-0.21836,2.4073,-0.64709,0.065931,-0.28145,0.70549,8.9385,-5.8667,2.9077,-1.4368,-2.6795,-1.8687,14.599,27.965,-4.8942,0,0,0,6.6775,6.7415,6.87,6.8483,-56.412,42.488,-66.605,266.72,-460.37,-53.488
0.78,-3.0339,-0.27562,2.4361,-0.65555,0.061795,-0.26924,0.70281,9.0817,-5.585,2.8555,-1.5003,-2.5298,-1.7795,14.048,28.367,-5.5628,0,0,0,6.6799,6.7404,6.8759,6.8513,-53.68,37.985,-67.091,278.93,-440.14,-43.408
0.79,-2.9424,-0.33005,2.4644,-0.66387,0.058275,-0.25742,0.69973,9.2196,-5.2995,2.7965,-1.5602,-2.3807,-1.6885,13.526,28.725,-6.2357,0,0,0,6.6828,6.7403,6.8805,6.8541,-50.85,33.687,-67.466,286.3,-419.4,-31.302
0.8,-2.8496,-0.3816,2.492,-0.67205,0.055346,-0.246,0.69626,9.3523,-5.0107,2.7307,-1.6152,-2.2332,-1.5966,13.032,29.041,-6.9117,0,0,0,6.6862,6.7413,6.884,6.8566,-47.969,29.599,-67.71,289.24,-398.16,-17.209
0.81,-2.7554,-0.43025,2.519,-0.68009,0.052975,-0.23501,0.69242,9.4803,-4.7188,2.6582,-1.6642,-2.0883,-1.5046,12.566,29.318,-7.5894,0,0,0,6.69,6.7431,6.8862,6.8589,-45.079,25.726,-67.804,288.15,-376.44,-1.1688
0.82,-2.66,-0.47597,2.5452,-0.68798,0.051125,-0.22446,0.68824,9.6038,-4.4244,2.5789,-1.7061,-1.9467,-1.4133,12.13,29.557,-8.2672,0,0,0,6.6942,6.7458,6.8873,6.8608,-42.218,22.072,-67.727,283.46,-354.25,16.78
0.83,-2.5633,-0.51873,2.5705,-0.69573,0.049755,-0.21438,0.68376,9.723,-4.1278,2.4929,-1.7401,-1.8093,-1.3236,11.722,29.76,-8.9433,0,0,0,6.6986,6.7493,6.8871,6.8623,-39.42,18.642,-67.462,275.56,-331.61,36.598
0.84,-2.4655,-0.55852,2.595,-0.7033,0.04882,-0.20477,0.67901,9.8383,-3.8293,2.4001,-1.7653,-1.6768,-1.2362,11.341,29.93,-9.6157,0,0,0,6.7034,6.7536,6.8857,6.8635,-36.716,15.441,-66.989,264.86,-308.52,58.245
0.85,-2.3666,-0.59531,2.6185,-0.7107,0.048273,-0.19564,0.67401,9.9499,-3.5293,2.3006,-1.7809,-1.5499,-1.152,10.987,30.07,-10.282,0,0,0,6.7085,6.7588,6.8833,6.8644,-34.131,12.473,-66.291,251.77,-285,81.683
0.86,-2.2665,-0.6291,2.641,-0.71791,0.048066,-0.18699,0.66883,10.058,-3.228,2.1945,-1.7863,-1.4294,-1.0715,10.658,30.18,-10.941,0,0,0,6.7138,6.7646,6.8797,6.8649,-31.687,9.7425,-65.35,236.69,-261.06,106.87
0.87,-2.1654,-0.65987,2.6624,-0.72491,0.048152,-0.17882,0.66349,10.163,-2.9258,2.0818,-1.7809,-1.3155,-0.99558,10.353,30.265,-11.588,0,0,0,6.7195,6.7711,6.8752,6.8652,-29.403,7.2533,-64.148,220.04,-236.72,133.77
0.88,-2.0633,-0.68761,2.6826,-0.73168,0.048485,-0.17112,0.65804,10.265,-2.6228,1.9627,-1.764,-1.209,-0.92477,10.069,30.326,-12.223,0,0,0,6.7253,6.7783,6.8698,6.8652,-27.29,5.0095,-62.669,202.22,-211.98,162.35
0.89,-1.9601,-0.71233,2.7016,-0.73819,0.049019,-0.16388,0.65254,10.365,-2.3193,1.8374,-1.7353,-1.1099,-0.85966,9.8064,30.366,-12.841,0,0,0,6.7314,6.7861,6.8636,6.865,-25.361,3.0149,-60.896,183.64,-186.87,192.56
0.9,-1.856,-0.734,2.7194,-0.74444,0.049716,-0.15708,0.64705,10.461,-2.0156,1.706,-1.6943,-1.0186,-0.80073,9.5616,30.387,-13.44,0,0,0,6.7376,6.7944,6.8567,6.8647,-23.619,1.2733,-58.812,164.7,-161.4,224.36
0.91,-1.7509,-0.75264,2.7357,-0.75038,0.050539,-0.1507,0.64161,10.556,-1.7116,1.5687,-1.6405,-0.93522,-0.74835,9.3334,30.393,-14.016,0,0,0,6.7437,6.803,6.8493,6.8641,-22.067,-0.21187,-56.403,145.82,-135.57,257.71
0.92,-1.6449,-0.76823,2.7507,-0.75601,0.051457,-0.14472,0.63629,10.648,-1.4078,1.4258,-1.5737,-0.8596,-0.70279,9.1197,30.384,-14.567,0,0,0,6.7498,6.8119,6.8413,6.8635,-20.701,-1.437,-53.653,127.4,-109.41,292.59
0.93,-1.538,-0.78079,2.7642,-0.76128,0.052445,-0.13909,0.63115,10.738,-1.104,1.2775,-1.4935,-0.7916,-0.66418,8.9188,30.365,-15.088,0,0,0,6.7555,6.8209,6.833,6.8629,-19.516,-2.3989,-50.547,109.84,-82.918,328.94
0.94,-1.4301,-0.79031,2.7762,-0.76618,0.053487,-0.13379,0.62626,10.827,-0.80049,1.1241,-1.3995,-0.73093,-0.63247,8.7288,30.337,-15.576,0,0,0,6.7606,6.8298,6.8244,6.8622,-18.5,-3.0944,-47.069,93.566,-56.117,366.72
0.95,-1.3214,-0.7968,2.7867,-0.77068,0.054573,-0.12877,0.62169,10.913,-0.49728,0.96606,-1.2914,-0.67715,-0.60744,8.5482,30.304,-16.028,0,0,0,6.765,6.8383,6.8158,6.8616,-17.639,-3.5203,-43.207,78.972,-29.019,405.91
0.96,-1.2119,-0.80026,2.7955,-0.77474,0.055701,-0.12401,0.6175,10.998,-0.19442,0.80369,-1.169,-0.62973,-0.58866,8.3756,30.267,-16.439,0,0,0,6.7683,6.8463,6.8073,6.8612,-16.913,-3.6738,-38.947,66.469,-1.6355,446.45
